bowler,balls,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,format,overs,economy,bowling_average,bowling_strike_rate,dot_ball_percent,boundary_runs_conceded,boundary_percent_conceded,balls_per_boundary
Asif Iqbal,30,42,2,8,4,0,T20I,5.0,8.4,21.0,15.0,26.67,16,38.1,7.5
Hwanhee Lee,6,6,2,3,1,0,T20I,1.0,6.0,3.0,3.0,50.0,4,66.67,6.0
Anik Ahmed,57,76,2,19,7,2,T20I,9.5,8.0,38.0,28.5,33.33,40,52.63,6.33
Vishaul Singh,30,42,2,13,6,1,T20I,5.0,8.4,21.0,15.0,43.33,30,71.43,4.29
Jandu Hamoud,34,52,2,10,5,1,T20I,5.7,9.12,26.0,17.0,29.41,26,50.0,5.67
GJ van Rensburg,44,55,2,13,1,3,T20I,7.3,7.53,27.5,22.0,29.55,22,40.0,11.0
J Prodehl,24,10,2,19,1,0,T20I,4.0,2.5,5.0,12.0,79.17,4,40.0,24.0
J Raubenheimer,25,24,2,13,2,1,T20I,4.2,5.71,12.0,12.5,52.0,14,58.33,8.33
TU Deshpande,37,55,2,17,9,1,T20I,6.2,8.87,27.5,18.5,45.95,42,76.36,3.7
Z Simpson,22,32,2,7,2,2,T20I,3.7,8.65,16.0,11.0,31.82,20,62.5,5.5
Sagar Kumar Ahir,18,29,2,8,3,2,T20I,3.0,9.67,14.5,9.0,44.44,24,82.76,3.6
T Moses,45,48,2,14,5,0,T20I,7.5,6.4,24.0,22.5,31.11,20,41.67,9.0
NIAF Paynter,25,15,2,15,0,1,T20I,4.2,3.57,7.5,12.5,60.0,6,40.0,25.0
DP Michael,34,53,2,7,6,1,T20I,5.7,9.3,26.5,17.0,20.59,30,56.6,4.86
J Baleicikoibia,49,79,2,14,8,3,T20I,8.2,9.63,39.5,24.5,28.57,50,63.29,4.45
P Rathnayake,12,11,2,4,1,0,T20I,2.0,5.5,5.5,6.0,33.33,4,36.36,12.0
DNA Ankrah,92,121,2,36,11,5,T20I,15.3,7.91,60.5,46.0,39.13,74,61.16,5.75
MJ Tugaga,73,69,2,32,5,1,T20I,12.2,5.66,34.5,36.5,43.84,26,37.68,12.17
Muhammet Kursat,35,39,2,19,1,3,T20I,5.8,6.72,19.5,17.5,54.29,22,56.41,8.75
Naseem Khan,56,85,2,23,8,5,T20I,9.3,9.14,42.5,28.0,41.07,62,72.94,4.31
Arsalan Ahmed,42,67,2,21,7,5,T20I,7.0,9.57,33.5,21.0,50.0,58,86.57,3.5
KJ Coetzer,18,16,2,7,0,0,T20I,3.0,5.33,8.0,9.0,38.89,0,0.0,
MBS Jonkman,19,21,2,5,2,0,T20I,3.2,6.56,10.5,9.5,26.32,8,38.1,9.5
Saran Aslam,44,48,2,22,4,2,T20I,7.3,6.58,24.0,22.0,50.0,28,58.33,7.33
Huzaif Yousuf,84,134,2,24,13,5,T20I,14.0,9.57,67.0,42.0,28.57,82,61.19,4.67
IW Budiarta,57,54,2,22,2,2,T20I,9.5,5.68,27.0,28.5,38.6,20,37.04,14.25
A Khasanov,73,108,2,24,11,3,T20I,12.2,8.85,54.0,36.5,32.88,62,57.41,5.21
Syed Ahzamul Haq,39,61,2,16,8,1,T20I,6.5,9.38,30.5,19.5,41.03,38,62.3,4.33
P Jayawickrama,79,122,2,17,10,3,T20I,13.2,9.24,61.0,39.5,21.52,58,47.54,6.08
Ali Waqar,103,135,2,27,14,1,T20I,17.2,7.85,67.5,51.5,26.21,62,45.93,6.87
C Bevin,59,94,2,15,8,4,T20I,9.8,9.59,47.0,29.5,25.42,56,59.57,4.92
Hardeep Singh,83,117,2,30,12,4,T20I,13.8,8.48,58.5,41.5,36.14,72,61.54,5.19
OSB Tilley,59,93,2,14,8,4,T20I,9.8,9.49,46.5,29.5,23.73,56,60.22,4.92
Aminul Islam Chowdhury,19,15,2,7,1,0,T20I,3.2,4.69,7.5,9.5,36.84,4,26.67,19.0
H Kaushik,103,122,2,31,6,5,T20I,17.2,7.09,61.0,51.5,30.1,54,44.26,9.36
AJ Redmond,18,24,2,4,2,0,T20I,3.0,8.0,12.0,9.0,22.22,8,33.33,9.0
MFI Assuncao,50,86,2,12,6,5,T20I,8.3,10.36,43.0,25.0,24.0,54,62.79,4.55
O Casasola,51,59,2,19,3,1,T20I,8.5,6.94,29.5,25.5,37.25,18,30.51,12.75
Salvin Stanly,74,103,2,20,4,6,T20I,12.3,8.37,51.5,37.0,27.03,52,50.49,7.4
M Kulfiwala,5,1,2,4,0,0,T20I,0.8,1.25,0.5,2.5,80.0,0,0.0,
R Mahajan,61,94,2,11,6,3,T20I,10.2,9.22,47.0,30.5,18.03,42,44.68,6.78
RSK Samson,12,14,2,6,1,1,T20I,2.0,7.0,7.0,6.0,50.0,10,71.43,6.0
AJ Michael,46,52,2,22,5,2,T20I,7.7,6.75,26.0,23.0,47.83,32,61.54,6.57
Saif Hassan,94,96,2,32,5,1,T20I,15.7,6.11,48.0,47.0,34.04,26,27.08,15.67
RJ Ainsworth,48,96,2,8,9,4,T20I,8.0,12.0,48.0,24.0,16.67,60,62.5,3.69
H Beresford-Peirse,59,94,2,22,4,8,T20I,9.8,9.59,47.0,29.5,37.29,64,68.09,4.92
RTM Mendis,46,48,2,14,4,0,T20I,7.7,6.23,24.0,23.0,30.43,16,33.33,11.5
P Sarraf,90,88,2,41,5,3,T20I,15.0,5.87,44.0,45.0,45.56,38,43.18,11.25
D Jansen,104,119,2,37,10,2,T20I,17.3,6.88,59.5,52.0,35.58,52,43.7,8.67
EF Faalupega,24,24,2,8,2,0,T20I,4.0,6.0,12.0,12.0,33.33,8,33.33,12.0
P Kurup,17,10,2,8,0,0,T20I,2.8,3.57,5.0,8.5,47.06,0,0.0,
Sandeep Nair,55,70,2,23,9,2,T20I,9.2,7.61,35.0,27.5,41.82,48,68.57,5.0
T Mpatane,60,78,2,21,7,1,T20I,10.0,7.8,39.0,30.0,35.0,34,43.59,7.5
RJ Pierre,76,116,2,22,9,6,T20I,12.7,9.13,58.0,38.0,28.95,72,62.07,5.07
Inam-ul-Haq,60,82,2,24,10,2,T20I,10.0,8.2,41.0,30.0,40.0,52,63.41,5.0
Mohammad Ahsan,55,94,2,14,11,4,T20I,9.2,10.22,47.0,27.5,25.45,68,72.34,3.67
Abdullah Mohd Yousaf,71,104,2,14,7,3,T20I,11.8,8.81,52.0,35.5,19.72,46,44.23,7.1
Danish Aziz,18,29,2,3,1,1,T20I,3.0,9.67,14.5,9.0,16.67,10,34.48,9.0
A Nel,48,43,2,22,4,0,T20I,8.0,5.38,21.5,24.0,45.83,16,37.21,12.0
JWM Dalrymple,32,40,2,13,5,1,T20I,5.3,7.55,20.0,16.0,40.62,26,65.0,5.33
Waqas Maqsood,11,21,2,3,4,0,T20I,1.8,11.67,10.5,5.5,27.27,16,76.19,2.75
P Subrayen,42,35,2,15,1,0,T20I,7.0,5.0,17.5,21.0,35.71,4,11.43,42.0
T Makaya,55,54,2,22,5,1,T20I,9.2,5.87,27.0,27.5,40.0,26,48.15,9.17
Paras Singh,45,67,2,20,10,2,T20I,7.5,8.93,33.5,22.5,44.44,52,77.61,3.75
Luo Shilin,156,232,2,55,12,16,T20I,26.0,8.92,116.0,78.0,35.26,144,62.07,5.57
Ilyas Cetin,27,66,2,5,4,5,T20I,4.5,14.67,33.0,13.5,18.52,46,69.7,3.0
Abhijeet Ahuja,12,8,2,10,2,0,T20I,2.0,4.0,4.0,6.0,83.33,8,100.0,6.0
Basir Ahamad,24,30,2,10,3,1,T20I,4.0,7.5,15.0,12.0,41.67,18,60.0,6.0
R Johnson,21,34,2,8,4,1,T20I,3.5,9.71,17.0,10.5,38.1,22,64.71,4.2
L Gregory,83,122,2,20,11,3,T20I,13.8,8.84,61.0,41.5,24.1,62,50.82,5.93
Mohammed Awais,86,132,2,34,13,6,T20I,14.3,9.23,66.0,43.0,39.53,88,66.67,4.53
MJ Owen,33,62,2,7,3,5,T20I,5.5,11.27,31.0,16.5,21.21,42,67.74,4.12
Hassnain Shah,69,106,2,17,13,2,T20I,11.5,9.22,53.0,34.5,24.64,64,60.38,4.6
Aphsal Ashraf,24,35,2,7,4,1,T20I,4.0,8.75,17.5,12.0,29.17,22,62.86,4.8
MS Panesar,24,40,2,7,1,3,T20I,4.0,10.0,20.0,12.0,29.17,22,55.0,6.0
W Barresi,34,50,2,13,4,2,T20I,5.7,8.77,25.0,17.0,38.24,28,56.0,5.67
Sikander Zulfiqar,42,56,2,14,5,2,T20I,7.0,8.0,28.0,21.0,33.33,32,57.14,6.0
HB Shipley,83,144,2,16,13,6,T20I,13.8,10.43,72.0,41.5,19.28,88,61.11,4.37
Arafat Minhas,56,56,2,28,6,1,T20I,9.3,6.02,28.0,28.0,50.0,30,53.57,8.0
Qasim Akram,11,6,2,8,1,0,T20I,1.8,3.33,3.0,5.5,72.73,4,66.67,11.0
Junaid Sheikh,81,96,2,32,14,0,T20I,13.5,7.11,48.0,40.5,39.51,56,58.33,5.79
Hayatullah Niazi,54,66,2,20,7,1,T20I,9.0,7.33,33.0,27.0,37.04,34,51.52,6.75
P Masih,44,27,2,24,1,0,T20I,7.3,3.7,13.5,22.0,54.55,4,14.81,44.0
Tarun Yadav,23,22,2,13,2,1,T20I,3.8,5.79,11.0,11.5,56.52,14,63.64,7.67
Aamer Jamal,90,162,2,28,17,9,T20I,15.0,10.8,81.0,45.0,31.11,122,75.31,3.46
MJ Mason,58,66,2,24,7,1,T20I,9.7,6.8,33.0,29.0,41.38,34,51.52,7.25
DBL Powell,110,141,2,50,19,2,T20I,18.3,7.7,70.5,55.0,45.45,88,62.41,5.24
YS Samra,12,13,2,5,0,1,T20I,2.0,6.5,6.5,6.0,41.67,6,46.15,12.0
M Charlie,31,28,2,12,3,0,T20I,5.2,5.38,14.0,15.5,38.71,12,42.86,10.33
M Turner,55,36,2,38,6,0,T20I,9.2,3.91,18.0,27.5,69.09,24,66.67,9.17
S Vithayathil,18,8,2,13,1,0,T20I,3.0,2.67,4.0,9.0,72.22,4,50.0,18.0
E Schiferli,93,114,2,31,10,1,T20I,15.5,7.35,57.0,46.5,33.33,46,40.35,8.45
JH Stander,41,85,2,10,7,4,T20I,6.8,12.5,42.5,20.5,24.39,52,61.18,3.73
NM Hauritz,45,48,2,19,2,2,T20I,7.5,6.4,24.0,22.5,42.22,20,41.67,11.25
A Dizija,67,129,2,20,12,7,T20I,11.2,11.52,64.5,33.5,29.85,90,69.77,3.53
Tasaduq Hussain,59,66,2,23,6,1,T20I,9.8,6.73,33.0,29.5,38.98,30,45.45,8.43
E Samson,32,36,2,11,3,1,T20I,5.3,6.79,18.0,16.0,34.38,18,50.0,8.0
SV Wiig,32,45,2,11,5,1,T20I,5.3,8.49,22.5,16.0,34.38,26,57.78,5.33
SP Krishnamurthi,30,21,2,15,1,0,T20I,5.0,4.2,10.5,15.0,50.0,4,19.05,30.0
LS Baker,50,58,2,23,8,1,T20I,8.3,6.99,29.0,25.0,46.0,38,65.52,5.56
AK Kitchen,37,46,2,17,5,2,T20I,6.2,7.42,23.0,18.5,45.95,32,69.57,5.29
Aamer Yamin,37,38,2,14,3,1,T20I,6.2,6.13,19.0,18.5,37.84,18,47.37,9.25
Kulwinderjeet Singh,5,7,2,3,0,1,T20I,0.8,8.75,3.5,2.5,60.0,6,85.71,5.0
G Bruno,27,43,2,8,3,2,T20I,4.5,9.56,21.5,13.5,29.63,24,55.81,5.4
GB Brent,44,53,2,19,6,1,T20I,7.3,7.26,26.5,22.0,43.18,30,56.6,6.29
H Masakadza,62,98,2,20,8,6,T20I,10.3,9.51,49.0,31.0,32.26,68,69.39,4.43
RR Sarwan,12,10,2,7,0,0,T20I,2.0,5.0,5.0,6.0,58.33,0,0.0,
DS Bajwa,67,103,2,17,8,3,T20I,11.2,9.2,51.5,33.5,25.37,50,48.54,6.09
Elias Hasan,94,159,2,29,13,9,T20I,15.7,10.13,79.5,47.0,30.85,106,66.67,4.27
LN Onyango,60,111,2,17,9,7,T20I,10.0,11.1,55.5,30.0,28.33,78,70.27,3.75
G Wijekoon,68,101,2,15,1,6,T20I,11.3,8.94,50.5,34.0,22.06,40,39.6,9.71
DSK Madushanka,35,64,2,12,6,4,T20I,5.8,11.03,32.0,17.5,34.29,48,75.0,3.5
Alok Kapali,31,35,2,10,2,1,T20I,5.2,6.73,17.5,15.5,32.26,14,40.0,10.33
D Kalvin,88,133,2,27,13,4,T20I,14.7,9.05,66.5,44.0,30.68,76,57.14,5.18
T Martin,36,50,2,10,2,3,T20I,6.0,8.33,25.0,18.0,27.78,26,52.0,7.2
Rupesh Singh,65,100,2,18,10,3,T20I,10.8,9.26,50.0,32.5,27.69,58,58.0,5.0
BE Fletcher,37,61,2,6,7,1,T20I,6.2,9.84,30.5,18.5,16.22,34,55.74,4.62
JD Ryder,60,68,2,22,5,2,T20I,10.0,6.8,34.0,30.0,36.67,32,47.06,8.57
PA Hitchcock,19,43,2,5,3,4,T20I,3.2,13.44,21.5,9.5,26.32,36,83.72,2.71
Shahadat Hossain,99,181,2,32,18,8,T20I,16.5,10.97,90.5,49.5,32.32,120,66.3,3.81
J Louw,47,54,2,17,4,1,T20I,7.8,6.92,27.0,23.5,36.17,22,40.74,9.4
B Geeves,21,35,2,7,4,1,T20I,3.5,10.0,17.5,10.5,33.33,22,62.86,4.2
B Laughlin,72,123,2,22,11,7,T20I,12.0,10.25,61.5,36.0,30.56,86,69.92,4.0
YA Abdulla,45,44,2,23,5,1,T20I,7.5,5.87,22.0,22.5,51.11,26,59.09,7.5
Davion Codner,45,63,2,13,5,2,T20I,7.5,8.4,31.5,22.5,28.89,32,50.79,6.43
Sukhjinder Singh,78,71,2,37,3,3,T20I,13.0,5.46,35.5,39.0,47.44,30,42.25,13.0
Edward Taylor,42,43,2,20,3,1,T20I,7.0,6.14,21.5,21.0,47.62,18,41.86,10.5
Abdullah Sheikh,76,79,2,29,4,2,T20I,12.7,6.22,39.5,38.0,38.16,28,35.44,12.67
KN Gabhane,18,29,2,7,4,1,T20I,3.0,9.67,14.5,9.0,38.89,22,75.86,3.6
C Liebenberg,48,81,2,14,10,1,T20I,8.0,10.12,40.5,24.0,29.17,46,56.79,4.36
Neeraj Mishra,126,195,2,37,12,10,T20I,21.0,9.29,97.5,63.0,29.37,108,55.38,5.73
KR Mayers,128,197,2,42,21,6,T20I,21.3,9.25,98.5,64.0,32.81,120,60.91,4.74
M Jenkinson,37,51,2,11,5,1,T20I,6.2,8.23,25.5,18.5,29.73,26,50.98,6.17
CT Tremlett,27,46,2,7,6,1,T20I,4.5,10.22,23.0,13.5,25.93,30,65.22,3.86
AC Voges,12,5,2,7,0,0,T20I,2.0,2.5,2.5,6.0,58.33,0,0.0,
JT Ball,45,88,2,6,11,2,T20I,7.5,11.73,44.0,22.5,13.33,56,63.64,3.46
JS Iggo,48,68,2,13,5,3,T20I,8.0,8.5,34.0,24.0,27.08,38,55.88,6.0
NCK Liyanage,76,84,2,42,14,0,T20I,12.7,6.61,42.0,38.0,55.26,56,66.67,5.43
A Manousis,44,51,2,14,1,3,T20I,7.3,6.99,25.5,22.0,31.82,22,43.14,11.0
SA Yadav,6,5,2,3,0,0,T20I,1.0,5.0,2.5,3.0,50.0,0,0.0,
Ali Rasool,76,132,2,25,14,6,T20I,12.7,10.39,66.0,38.0,32.89,92,69.7,3.8
O Duff,92,122,2,31,12,4,T20I,15.3,7.97,61.0,46.0,33.7,72,59.02,5.75
VRB Arachchige,56,84,2,14,6,3,T20I,9.3,9.03,42.0,28.0,25.0,42,50.0,6.22
T Britton,25,21,2,11,2,0,T20I,4.2,5.0,10.5,12.5,44.0,8,38.1,12.5
Tanveer Ahmed,59,90,2,18,8,3,T20I,9.8,9.18,45.0,29.5,30.51,50,55.56,5.36
I Wardlaw,25,43,2,4,5,1,T20I,4.2,10.24,21.5,12.5,16.0,26,60.47,4.17
MW Machan,72,81,2,22,4,2,T20I,12.0,6.75,40.5,36.0,30.56,28,34.57,12.0
S Waqabaca,27,27,2,12,2,1,T20I,4.5,6.0,13.5,13.5,44.44,14,51.85,9.0
N Ndouteng,24,58,2,5,9,1,T20I,4.0,14.5,29.0,12.0,20.83,42,72.41,2.4
H Dandapani,46,63,2,10,4,2,T20I,7.7,8.18,31.5,23.0,21.74,28,44.44,7.67
NM Carter,66,97,2,20,14,0,T20I,11.0,8.82,48.5,33.0,30.3,56,57.73,4.71
R Dianish,18,23,1,3,1,0,T20I,3.0,7.67,23.0,18.0,16.67,4,17.39,18.0
A Sathyan,16,16,1,6,2,0,T20I,2.7,5.93,16.0,16.0,37.5,8,50.0,8.0
R Dhawan,25,42,1,7,6,1,T20I,4.2,10.0,42.0,25.0,28.0,30,71.43,3.57
RJ Ranpura,12,15,1,6,3,0,T20I,2.0,7.5,15.0,12.0,50.0,12,80.0,4.0
GH Worker,13,19,1,4,3,0,T20I,2.2,8.64,19.0,13.0,30.77,12,63.16,4.33
Fayyaz Ahmed,18,31,1,4,3,1,T20I,3.0,10.33,31.0,18.0,22.22,18,58.06,4.5
L Nou,42,39,1,19,4,0,T20I,7.0,5.57,39.0,42.0,45.24,16,41.03,10.5
Mustapha Suwareh,22,52,1,2,2,4,T20I,3.7,14.05,52.0,22.0,9.09,32,61.54,3.67
W Viraliliu,71,106,1,28,11,4,T20I,11.8,8.98,106.0,71.0,39.44,68,64.15,4.73
ZK Shem,35,61,1,7,3,3,T20I,5.8,10.52,61.0,35.0,20.0,30,49.18,5.83
G Newton,53,57,1,21,6,0,T20I,8.8,6.48,57.0,53.0,39.62,24,42.11,8.83
G Johnson,48,52,1,21,3,2,T20I,8.0,6.5,52.0,48.0,43.75,24,46.15,9.6
V Jayant,51,78,1,12,6,2,T20I,8.5,9.18,78.0,51.0,23.53,36,46.15,6.38
M Noble,25,16,1,17,1,1,T20I,4.2,3.81,16.0,25.0,68.0,10,62.5,12.5
Danish Jasnaik,72,121,1,17,5,8,T20I,12.0,10.08,121.0,72.0,23.61,68,56.2,5.54
Irshad Mubbashar,12,22,1,3,1,2,T20I,2.0,11.0,22.0,12.0,25.0,16,72.73,4.0
M Walker,21,23,1,6,1,0,T20I,3.5,6.57,23.0,21.0,28.57,4,17.39,21.0
M Faraz Akram,126,198,1,34,22,5,T20I,21.0,9.43,198.0,126.0,26.98,118,59.6,4.67
Muhammad Amin,35,44,1,7,4,0,T20I,5.8,7.59,44.0,35.0,20.0,16,36.36,8.75
I Bardis,8,12,1,2,0,1,T20I,1.3,9.23,12.0,8.0,25.0,6,50.0,8.0
J Mubarak,8,17,1,1,1,1,T20I,1.3,13.08,17.0,8.0,12.5,10,58.82,4.0
Hasan Cakir,7,5,1,4,0,0,T20I,1.2,4.17,5.0,7.0,57.14,0,0.0,
B Karki,24,11,1,16,0,0,T20I,4.0,2.75,11.0,24.0,66.67,0,0.0,
SA Pradhan,37,56,1,18,3,5,T20I,6.2,9.03,56.0,37.0,48.65,42,75.0,4.62
Nazakat Ali,19,17,1,11,2,0,T20I,3.2,5.31,17.0,19.0,57.89,8,47.06,9.5
SM Dhakal,37,44,1,13,2,2,T20I,6.2,7.1,44.0,37.0,35.14,20,45.45,9.25
H Gori,13,22,1,6,3,0,T20I,2.2,10.0,22.0,13.0,46.15,12,54.55,4.33
Alexandros Karvelas,74,90,1,27,7,2,T20I,12.3,7.32,90.0,74.0,36.49,40,44.44,8.22
Mohammad Shahid,18,32,1,8,5,1,T20I,3.0,10.67,32.0,18.0,44.44,26,81.25,3.0
Farhan Ahmed,30,38,1,8,4,0,T20I,5.0,7.6,38.0,30.0,26.67,16,42.11,7.5
Mohammad Ali,44,87,1,19,10,6,T20I,7.3,11.92,87.0,44.0,43.18,76,87.36,2.75
Shayan Khan,13,21,1,2,2,0,T20I,2.2,9.55,21.0,13.0,15.38,8,38.1,6.5
OJ Herrington,28,40,1,8,3,2,T20I,4.7,8.51,40.0,28.0,28.57,24,60.0,5.6
Charanjeet Singh,30,35,1,12,3,1,T20I,5.0,7.0,35.0,30.0,40.0,18,51.43,7.5
JL Ontong,37,83,1,5,6,6,T20I,6.2,13.39,83.0,37.0,13.51,60,72.29,3.08
Iftikhar Anjum,48,69,1,11,3,4,T20I,8.0,8.62,69.0,48.0,22.92,36,52.17,6.86
B Akhilesh Reddy,97,85,1,50,4,4,T20I,16.2,5.25,85.0,97.0,51.55,40,47.06,12.12
R Patten,35,62,1,8,5,3,T20I,5.8,10.69,62.0,35.0,22.86,38,61.29,4.38
Guillermo Aburto,28,28,1,14,2,1,T20I,4.7,5.96,28.0,28.0,50.0,14,50.0,9.33
Amit Uniyal,31,31,1,17,4,0,T20I,5.2,5.96,31.0,31.0,54.84,16,51.61,7.75
Haris Karim,25,53,1,4,4,3,T20I,4.2,12.62,53.0,25.0,16.0,34,64.15,3.57
H Elder,36,33,1,17,1,1,T20I,6.0,5.5,33.0,36.0,47.22,10,30.3,18.0
Dayal Joy,44,63,1,13,3,4,T20I,7.3,8.63,63.0,44.0,29.55,36,57.14,6.29
K Mendon,40,35,1,20,3,1,T20I,6.7,5.22,35.0,40.0,50.0,18,51.43,10.0
S Rengarajan,19,29,1,8,3,1,T20I,3.2,9.06,29.0,19.0,42.11,18,62.07,4.75
Bhargav Narasimha,39,56,1,9,6,0,T20I,6.5,8.62,56.0,39.0,23.08,24,42.86,6.5
Vishal Sharma,22,38,1,4,3,2,T20I,3.7,10.27,38.0,22.0,18.18,24,63.16,4.4
Ibrahim Rahimi,24,40,1,8,6,1,T20I,4.0,10.0,40.0,24.0,33.33,30,75.0,3.43
D Jamyansuren,27,60,1,3,3,5,T20I,4.5,13.33,60.0,27.0,11.11,42,70.0,3.38
M Altankhuyag,17,55,1,1,1,7,T20I,2.8,19.64,55.0,17.0,5.88,46,83.64,2.12
Noorkhan Ahmedi,13,13,1,5,0,1,T20I,2.2,5.91,13.0,13.0,38.46,6,46.15,13.0
T Mupariwa,33,45,1,12,2,3,T20I,5.5,8.18,45.0,33.0,36.36,26,57.78,6.6
BJ Hodge,31,45,1,12,5,2,T20I,5.2,8.65,45.0,31.0,38.71,32,71.11,4.43
Absar Khan,6,8,1,1,1,0,T20I,1.0,8.0,8.0,6.0,16.67,4,50.0,6.0
Bilal Aftab,12,14,1,5,2,0,T20I,2.0,7.0,14.0,12.0,41.67,8,57.14,6.0
R Nil,49,60,1,11,5,0,T20I,8.2,7.32,60.0,49.0,22.45,20,33.33,9.8
Mayank Nagayach,153,192,1,56,18,5,T20I,25.5,7.53,192.0,153.0,36.6,102,53.12,6.65
T Pullman,21,26,1,7,3,0,T20I,3.5,7.43,26.0,21.0,33.33,12,46.15,7.0
Shahbaz Ahmed,13,13,1,6,2,0,T20I,2.2,5.91,13.0,13.0,46.15,8,61.54,6.5
Umair Sharif,47,68,1,19,8,2,T20I,7.8,8.72,68.0,47.0,40.43,44,64.71,4.7
LR Gaonkar,36,44,1,14,3,2,T20I,6.0,7.33,44.0,36.0,38.89,24,54.55,7.2
Abu Jayed,27,46,1,7,7,1,T20I,4.5,10.22,46.0,27.0,25.93,34,73.91,3.38
G Kansonkho,18,32,1,4,1,3,T20I,3.0,10.67,32.0,18.0,22.22,22,68.75,4.5
H Virdee,12,26,1,4,2,2,T20I,2.0,13.0,26.0,12.0,33.33,20,76.92,3.0
F Choudary,18,32,1,5,4,1,T20I,3.0,10.67,32.0,18.0,27.78,22,68.75,3.6
KP Pietersen,30,55,1,9,4,4,T20I,5.0,11.0,55.0,30.0,30.0,40,72.73,3.75
S Banamali,100,153,1,29,18,3,T20I,16.7,9.16,153.0,100.0,29.0,90,58.82,4.76
Shahid Ahmadzai,13,27,1,3,0,2,T20I,2.2,12.27,27.0,13.0,23.08,12,44.44,6.5
Alex Carthew,19,12,1,11,1,0,T20I,3.2,3.75,12.0,19.0,57.89,4,33.33,19.0
Harprit Singh,19,32,1,6,3,2,T20I,3.2,10.0,32.0,19.0,31.58,24,75.0,3.8
A Amado,18,20,1,8,0,0,T20I,3.0,6.67,20.0,18.0,44.44,0,0.0,
R Agamiire,37,15,1,25,0,0,T20I,6.2,2.42,15.0,37.0,67.57,0,0.0,
K Govind,21,25,1,3,2,0,T20I,3.5,7.14,25.0,21.0,14.29,8,32.0,10.5
Zahid Khan,75,98,1,32,10,3,T20I,12.5,7.84,98.0,75.0,42.67,58,59.18,5.77
M Smith,18,29,1,7,2,2,T20I,3.0,9.67,29.0,18.0,38.89,20,68.97,4.5
S Saeed,42,54,1,19,10,0,T20I,7.0,7.71,54.0,42.0,45.24,40,74.07,4.2
S Hongsi,20,35,1,5,2,2,T20I,3.3,10.61,35.0,20.0,25.0,20,57.14,5.0
Md Shafiqul Haque,18,26,1,4,0,2,T20I,3.0,8.67,26.0,18.0,22.22,12,46.15,9.0
Anskumar Ahir,37,37,1,17,3,1,T20I,6.2,5.97,37.0,37.0,45.95,18,48.65,9.25
N Naranbaatar,125,236,1,23,25,7,T20I,20.8,11.35,236.0,125.0,18.4,142,60.17,3.91
CL White,45,53,1,12,3,1,T20I,7.5,7.07,53.0,45.0,26.67,18,33.96,11.25
S Thanikaithasan,70,91,1,26,6,5,T20I,11.7,7.78,91.0,70.0,37.14,54,59.34,6.36
Saurabh Kumar,42,82,1,7,9,3,T20I,7.0,11.71,82.0,42.0,16.67,54,65.85,3.5
Tafseer Ali,24,37,1,5,3,1,T20I,4.0,9.25,37.0,24.0,20.83,18,48.65,6.0
Basharat Hussain,69,104,1,14,6,5,T20I,11.5,9.04,104.0,69.0,20.29,54,51.92,6.27
L Gharasim,22,19,1,6,0,0,T20I,3.7,5.14,19.0,22.0,27.27,0,0.0,
N Nankov,13,14,1,7,2,0,T20I,2.2,6.36,14.0,13.0,53.85,8,57.14,6.5
A Ahmadhel,12,21,1,4,2,1,T20I,2.0,10.5,21.0,12.0,33.33,14,66.67,4.0
LPC Silva,18,16,1,6,1,0,T20I,3.0,5.33,16.0,18.0,33.33,4,25.0,18.0
SR Tendulkar,15,13,1,7,1,0,T20I,2.5,5.2,13.0,15.0,46.67,4,30.77,15.0
SJ Modani,6,2,1,4,0,0,T20I,1.0,2.0,2.0,6.0,66.67,0,0.0,
KDC Clarke,24,40,1,8,2,3,T20I,4.0,10.0,40.0,24.0,33.33,26,65.0,4.8
A Mehmood,62,104,1,23,7,7,T20I,10.3,10.1,104.0,62.0,37.1,70,67.31,4.43
Ahmed Faiz,46,44,1,21,2,2,T20I,7.7,5.71,44.0,46.0,45.65,20,45.45,11.5
A Kuthalingham,31,24,1,14,2,0,T20I,5.2,4.62,24.0,31.0,45.16,8,33.33,15.5
Y Cariah,36,43,1,15,3,2,T20I,6.0,7.17,43.0,36.0,41.67,24,55.81,7.2
SSM Stanislaus,19,30,1,7,0,3,T20I,3.2,9.38,30.0,19.0,36.84,18,60.0,6.33
Baljinder Singh,18,29,1,6,5,0,T20I,3.0,9.67,29.0,18.0,33.33,20,68.97,3.6
Yousif Wali,65,97,1,14,6,4,T20I,10.8,8.98,97.0,65.0,21.54,48,49.48,6.5
D Bourne,36,37,1,14,3,0,T20I,6.0,6.17,37.0,36.0,38.89,12,32.43,12.0
G Kuthalingham,39,33,1,17,3,0,T20I,6.5,5.08,33.0,39.0,43.59,12,36.36,13.0
TO Thilappan,57,86,1,10,7,3,T20I,9.5,9.05,86.0,57.0,17.54,46,53.49,5.7
L McCarthy,70,133,1,14,16,5,T20I,11.7,11.37,133.0,70.0,20.0,94,70.68,3.33
WJ Malinda,58,66,1,25,6,2,T20I,9.7,6.8,66.0,58.0,43.1,36,54.55,7.25
UKPW Kumaranayaka,62,72,1,25,7,1,T20I,10.3,6.99,72.0,62.0,40.32,34,47.22,7.75
Mohammad Amin,12,18,1,5,2,1,T20I,2.0,9.0,18.0,12.0,41.67,14,77.78,4.0
