player,team,matches,format,runs,balls_x,fours,sixes,outs,average,strike_rate,boundary_runs,boundary_percent,balls_per_boundary_x,balls_y,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,overs,economy,bowling_average,bowling_strike_rate,dot_ball_percent,boundary_runs_conceded,boundary_percent_conceded,balls_per_boundary_y,strengths,weaknesses
SA Ahmad,Denmark,35,T20I,608.0,594.0,56.0,13.0,29.0,20.97,102.36,302.0,49.67,8.61,615.0,579.0,33.0,270.0,35.0,15.0,102.5,5.65,17.55,18.64,43.9,230.0,39.72,12.3,"Economical Bowler, Creates Pressure",Slow Scorer
R Obuya,Uganda,35,T20I,624.0,533.0,54.0,27.0,31.0,20.13,117.07,378.0,60.58,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,Slow Scorer
Tenjin Rabgey,Bhutan,35,T20I,526.0,635.0,44.0,14.0,32.0,16.44,82.83,260.0,49.43,10.95,33.0,26.0,1.0,18.0,3.0,0.0,5.5,4.73,26.0,33.0,54.55,12.0,46.15,11.0,"Economical Bowler, Creates Pressure",Slow Scorer
LV van Beek,Netherlands,35,T20I,108.0,137.0,4.0,1.0,14.0,7.71,78.83,22.0,20.37,27.4,678.0,866.0,43.0,257.0,64.0,37.0,113.0,7.66,20.14,15.77,37.91,478.0,55.2,6.71,Developing Player,No Major Weakness Detected
OGL Bascome,Bermuda,35,T20I,554.0,414.0,41.0,38.0,26.0,21.31,133.82,392.0,70.76,5.24,89.0,101.0,7.0,28.0,1.0,6.0,14.8,6.82,14.43,12.71,31.46,40.0,39.6,12.71,"Boundary Hitter, Economical Bowler",No Major Weakness Detected
Aman Desai,Singapore,35,T20I,531.0,481.0,49.0,15.0,30.0,17.7,110.4,286.0,53.86,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,Slow Scorer
Adnan Idrees,Kuwait,35,T20I,374.0,298.0,48.0,15.0,28.0,13.36,125.5,282.0,75.4,4.73,500.0,631.0,31.0,185.0,39.0,32.0,83.3,7.58,20.35,16.13,37.0,348.0,55.15,7.04,Boundary Hitter,No Major Weakness Detected
D Abeyrathna,Norway,35,T20I,595.0,645.0,53.0,14.0,29.0,20.52,92.25,296.0,49.75,9.63,328.0,380.0,21.0,134.0,21.0,17.0,54.7,6.95,18.1,15.62,40.85,186.0,48.95,8.63,"Economical Bowler, Creates Pressure",Slow Scorer
Ibrahim Rizan,Maldives,35,T20I,98.0,147.0,6.0,1.0,15.0,6.53,66.67,30.0,30.61,21.0,573.0,662.0,27.0,224.0,41.0,25.0,95.5,6.93,24.52,21.22,39.09,314.0,47.43,8.68,Economical Bowler,No Major Weakness Detected
Bilal Hassun,Uganda,35,T20I,64.0,65.0,6.0,2.0,8.0,8.0,98.46,36.0,56.25,8.12,734.0,838.0,50.0,329.0,74.0,23.0,122.3,6.85,16.76,14.68,44.82,434.0,51.79,7.57,"Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
K Doriga,Papua New Guinea,35,T20I,298.0,297.0,18.0,10.0,23.0,12.96,100.34,132.0,44.3,10.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
P Koech,Kenya,35,T20I,17.0,24.0,0.0,0.0,3.0,5.67,70.83,0.0,0.0,0.0,566.0,671.0,33.0,249.0,72.0,17.0,94.3,7.12,20.33,17.15,43.99,390.0,58.12,6.36,Creates Pressure,No Major Weakness Detected
IDA Damarell,Guernsey,35,T20I,499.0,455.0,55.0,8.0,25.0,19.96,109.67,268.0,53.71,7.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Mohammad Naim,Bangladesh,35,T20I,839.0,827.0,74.0,18.0,33.0,25.42,101.45,404.0,48.15,8.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,Slow Scorer
Rizwan Haider,Malaysia,35,T20I,36.0,28.0,1.0,3.0,2.0,18.0,128.57,22.0,61.11,7.0,591.0,724.0,33.0,239.0,54.0,29.0,98.5,7.35,21.94,17.91,40.44,390.0,53.87,7.12,"Boundary Hitter, Creates Pressure",No Major Weakness Detected
GP Meade,Italy,34,T20I,343.0,352.0,24.0,9.0,21.0,16.33,97.44,150.0,43.73,10.67,190.0,189.0,9.0,67.0,15.0,1.0,31.7,5.96,21.0,21.11,35.26,66.0,34.92,11.88,Economical Bowler,No Major Weakness Detected
CN Greaves,Scotland,34,T20I,278.0,270.0,22.0,7.0,14.0,19.86,102.96,130.0,46.76,9.31,470.0,588.0,27.0,145.0,26.0,25.0,78.3,7.51,21.78,17.41,30.85,254.0,43.2,9.22,Developing Player,No Major Weakness Detected
C Bah,Sierra Leone,34,T20I,199.0,199.0,12.0,8.0,20.0,9.95,100.0,96.0,48.24,9.95,386.0,426.0,9.0,158.0,36.0,9.0,64.3,6.63,47.33,42.89,40.93,198.0,46.48,8.58,"Economical Bowler, Creates Pressure",No Major Weakness Detected
Shaheryar Butt,Belgium,34,T20I,717.0,578.0,60.0,37.0,26.0,27.58,124.05,462.0,64.44,5.96,7.0,18.0,0.0,2.0,1.0,2.0,1.2,15.0,0.0,0.0,28.57,16.0,88.89,2.33,Boundary Hitter,Expensive Bowler
M Yunusu Issa,Tanzania,34,T20I,203.0,173.0,14.0,9.0,16.0,12.69,117.34,110.0,54.19,7.52,337.0,393.0,20.0,150.0,42.0,11.0,56.2,6.99,19.65,16.85,44.51,234.0,59.54,6.36,"Economical Bowler, Creates Pressure",No Major Weakness Detected
P Murungi,Uganda,34,T20I,231.0,201.0,21.0,8.0,16.0,14.44,114.93,132.0,57.14,6.93,67.0,76.0,3.0,28.0,7.0,1.0,11.2,6.79,25.33,22.33,41.79,34.0,44.74,8.38,"Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
BJ Haddin,Australia,34,T20I,404.0,361.0,30.0,13.0,22.0,18.36,111.91,198.0,49.01,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
T Perera,Botswana,34,T20I,555.0,543.0,54.0,16.0,23.0,24.13,102.21,312.0,56.22,7.76,340.0,461.0,16.0,123.0,41.0,14.0,56.7,8.13,28.81,21.25,36.18,248.0,53.8,6.18,Boundary Hitter,Slow Scorer
Naseem Shah,Pakistan,34,T20I,46.0,47.0,6.0,1.0,7.0,6.57,97.87,30.0,65.22,6.71,746.0,989.0,30.0,291.0,102.0,28.0,124.3,7.96,32.97,24.87,39.01,576.0,58.24,5.74,Boundary Hitter,No Major Weakness Detected
Mohamed Azzam,Maldives,34,T20I,231.0,325.0,13.0,2.0,24.0,9.62,71.08,64.0,27.71,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Ali Naseer,United Arab Emirates,34,T20I,277.0,225.0,18.0,11.0,17.0,16.29,123.11,138.0,49.82,7.76,688.0,892.0,38.0,247.0,73.0,34.0,114.7,7.78,23.47,18.11,35.9,496.0,55.61,6.43,Developing Player,No Major Weakness Detected
DL Vettori,New Zealand,34,T20I,205.0,197.0,14.0,2.0,11.0,18.64,104.06,68.0,33.17,12.31,809.0,785.0,38.0,309.0,27.0,27.0,134.8,5.82,20.66,21.29,38.2,270.0,34.39,14.98,Economical Bowler,No Major Weakness Detected
I Udana,Sri Lanka,34,T20I,256.0,191.0,16.0,14.0,14.0,18.29,134.03,148.0,57.81,6.37,666.0,925.0,27.0,196.0,80.0,26.0,111.0,8.33,34.26,24.67,29.43,476.0,51.46,6.28,Boundary Hitter,No Major Weakness Detected
MJ Clarke,Australia,34,T20I,488.0,490.0,29.0,10.0,22.0,22.18,99.59,176.0,36.07,12.56,159.0,227.0,6.0,44.0,13.0,10.0,26.5,8.57,37.83,26.5,27.67,112.0,49.34,6.91,Developing Player,No Major Weakness Detected
Sher Sahak,Norway,34,T20I,476.0,365.0,29.0,27.0,24.0,19.83,130.41,278.0,58.4,6.52,223.0,247.0,18.0,93.0,17.0,8.0,37.2,6.64,13.72,12.39,41.7,116.0,46.96,8.92,"Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
Waji Ul Hassan,Saudi Arabia,34,T20I,571.0,482.0,40.0,22.0,23.0,24.83,118.46,292.0,51.14,7.77,377.0,475.0,19.0,127.0,29.0,20.0,62.8,7.56,25.0,19.84,33.69,236.0,49.68,7.69,Developing Player,Slow Scorer
G Gambhir,India,34,T20I,918.0,803.0,108.0,10.0,31.0,29.61,114.32,492.0,53.59,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,Slow Scorer
D Gumyusenge,Rwanda,34,T20I,445.0,456.0,36.0,18.0,26.0,17.12,97.59,252.0,56.63,8.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
RA Sealy,Cayman Islands,34,T20I,492.0,400.0,36.0,24.0,27.0,18.22,123.0,288.0,58.54,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
HAM Shah,Denmark,34,T20I,1187.0,971.0,107.0,40.0,32.0,37.09,122.25,668.0,56.28,6.61,299.0,318.0,27.0,120.0,15.0,12.0,49.8,6.39,11.78,11.07,40.13,132.0,41.51,11.07,"Consistent Batter, Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
S Bodha,Gibraltar,34,T20I,77.0,79.0,7.0,1.0,8.0,9.62,97.47,34.0,44.16,9.88,624.0,871.0,37.0,222.0,66.0,39.0,104.0,8.38,23.54,16.86,35.58,498.0,57.18,5.94,Developing Player,No Major Weakness Detected
T Bharaj,Denmark,34,T20I,741.0,655.0,62.0,18.0,29.0,25.55,113.13,356.0,48.04,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,Slow Scorer
NR Kumar,Canada,34,T20I,673.0,543.0,48.0,25.0,27.0,24.93,123.94,342.0,50.82,7.44,156.0,167.0,6.0,62.0,10.0,5.0,26.0,6.42,27.83,26.0,39.74,70.0,41.92,10.4,Economical Bowler,No Major Weakness Detected
SVE Bharathi,Germany,34,T20I,7.0,17.0,0.0,0.0,4.0,1.75,41.18,0.0,0.0,0.0,713.0,598.0,43.0,354.0,27.0,20.0,118.8,5.03,13.91,16.58,49.65,228.0,38.13,15.17,"Economical Bowler, Creates Pressure",No Major Weakness Detected
S Smith,Bermuda,34,T20I,34.0,67.0,1.0,0.0,6.0,5.67,50.75,4.0,11.76,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Mohammad Ghazanfar,Hong Kong,34,T20I,41.0,64.0,3.0,0.0,4.0,10.25,64.06,12.0,29.27,21.33,617.0,697.0,34.0,240.0,30.0,33.0,102.8,6.78,20.5,18.15,38.9,318.0,45.62,9.79,Economical Bowler,No Major Weakness Detected
TT Bresnan,England,34,T20I,216.0,172.0,16.0,6.0,12.0,18.0,125.58,100.0,46.3,7.82,693.0,899.0,24.0,260.0,76.0,34.0,115.5,7.78,37.46,28.88,37.52,508.0,56.51,6.3,Developing Player,No Major Weakness Detected
MB Kruger,Namibia,33,T20I,481.0,457.0,51.0,15.0,29.0,16.59,105.25,294.0,61.12,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
CG Williams,Namibia,33,T20I,746.0,698.0,62.0,21.0,26.0,28.69,106.88,374.0,50.13,8.41,177.0,187.0,9.0,62.0,7.0,7.0,29.5,6.34,20.78,19.67,35.03,70.0,37.43,12.64,Economical Bowler,Slow Scorer
A Mansale,Vanuatu,33,T20I,681.0,608.0,44.0,25.0,29.0,23.48,112.01,326.0,47.87,8.81,92.0,114.0,6.0,31.0,7.0,4.0,15.3,7.45,19.0,15.33,33.7,52.0,45.61,8.36,Developing Player,Slow Scorer
G Sesay,Sierra Leone,33,T20I,128.0,211.0,4.0,5.0,15.0,8.53,60.66,46.0,35.94,23.44,596.0,505.0,41.0,304.0,33.0,10.0,99.3,5.09,12.32,14.54,51.01,192.0,38.02,13.86,"Economical Bowler, Creates Pressure",No Major Weakness Detected
W Miyauchi,Japan,33,T20I,423.0,439.0,36.0,3.0,21.0,20.14,96.36,162.0,38.3,11.26,6.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,50.0,0.0,0.0,0.0,"Economical Bowler, Creates Pressure",No Major Weakness Detected
L Ronchi,New Zealand,33,T20I,359.0,263.0,30.0,14.0,20.0,17.95,136.5,204.0,56.82,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
DR Smith,West Indies,33,T20I,582.0,484.0,62.0,31.0,30.0,19.4,120.25,434.0,74.57,5.2,151.0,214.0,7.0,42.0,18.0,7.0,25.2,8.49,30.57,21.57,27.81,114.0,53.27,6.04,Boundary Hitter,No Major Weakness Detected
T Wangchuk,Bhutan,33,T20I,141.0,199.0,8.0,3.0,23.0,6.13,70.85,50.0,35.46,18.09,615.0,731.0,29.0,270.0,71.0,22.0,102.5,7.13,25.21,21.21,43.9,416.0,56.91,6.61,Creates Pressure,No Major Weakness Detected
R Bakum,Ghana,33,T20I,486.0,469.0,36.0,20.0,29.0,16.76,103.62,264.0,54.32,8.38,218.0,270.0,13.0,85.0,21.0,11.0,36.3,7.44,20.77,16.77,38.99,150.0,55.56,6.81,Developing Player,No Major Weakness Detected
Sahir Naqash,Germany,33,T20I,288.0,219.0,18.0,11.0,12.0,24.0,131.51,138.0,47.92,7.55,496.0,597.0,34.0,183.0,48.0,13.0,82.7,7.22,17.56,14.59,36.9,270.0,45.23,8.13,Developing Player,No Major Weakness Detected
Junaid Khan,Portugal,33,T20I,25.0,20.0,2.0,1.0,4.0,6.25,125.0,14.0,56.0,6.67,683.0,711.0,33.0,319.0,65.0,20.0,113.8,6.25,21.55,20.7,46.71,380.0,53.45,8.04,"Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
D Doyle-Calle,Spain,33,T20I,647.0,502.0,45.0,34.0,23.0,28.13,128.88,384.0,59.35,6.35,25.0,20.0,2.0,11.0,1.0,0.0,4.2,4.76,10.0,12.5,44.0,4.0,20.0,25.0,"Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
Sheraz Sheikh,Belgium,33,T20I,419.0,381.0,27.0,28.0,23.0,18.22,109.97,276.0,65.87,6.93,261.0,322.0,14.0,98.0,24.0,14.0,43.5,7.4,23.0,18.64,37.55,180.0,55.9,6.87,Boundary Hitter,No Major Weakness Detected
Muhammad Jawadullah,United Arab Emirates,33,T20I,12.0,16.0,1.0,0.0,2.0,6.0,75.0,4.0,33.33,16.0,769.0,958.0,47.0,297.0,93.0,24.0,128.2,7.47,20.38,16.36,38.62,516.0,53.86,6.57,Developing Player,No Major Weakness Detected
Khawar Ali,Oman,33,T20I,452.0,456.0,47.0,14.0,26.0,17.38,99.12,272.0,60.18,7.48,604.0,670.0,38.0,196.0,25.0,24.0,100.7,6.65,17.63,15.89,32.45,244.0,36.42,12.33,"Boundary Hitter, Economical Bowler",No Major Weakness Detected
LA Dawson,England,33,T20I,79.0,70.0,9.0,2.0,6.0,13.17,112.86,48.0,60.76,6.36,627.0,805.0,32.0,205.0,49.0,36.0,104.5,7.7,25.16,19.59,32.7,412.0,51.18,7.38,Boundary Hitter,No Major Weakness Detected
SZ Vayani,Malawi,33,T20I,182.0,196.0,15.0,4.0,16.0,11.38,92.86,84.0,46.15,10.32,624.0,711.0,30.0,276.0,56.0,25.0,104.0,6.84,23.7,20.8,44.23,374.0,52.6,7.7,"Economical Bowler, Creates Pressure",No Major Weakness Detected
K Mirpuri,Gibraltar,33,T20I,222.0,232.0,15.0,4.0,5.0,44.4,95.69,84.0,37.84,12.21,664.0,938.0,29.0,249.0,75.0,43.0,110.7,8.47,32.34,22.9,37.5,558.0,59.49,5.63,Consistent Batter,No Major Weakness Detected
LA Dunbar,Serbia,33,T20I,838.0,751.0,72.0,45.0,26.0,32.23,111.58,558.0,66.59,6.42,6.0,8.0,0.0,2.0,1.0,0.0,1.0,8.0,0.0,0.0,33.33,4.0,50.0,6.0,Boundary Hitter,Slow Scorer
Mohammad Wasim,Pakistan,33,T20I,44.0,64.0,5.0,1.0,4.0,11.0,68.75,26.0,59.09,10.67,675.0,920.0,41.0,238.0,88.0,32.0,112.5,8.18,22.44,16.46,35.26,544.0,59.13,5.62,Boundary Hitter,No Major Weakness Detected
G Bakiweyem,Ghana,33,T20I,108.0,138.0,4.0,0.0,12.0,9.0,78.26,16.0,14.81,34.5,607.0,650.0,27.0,266.0,53.0,15.0,101.2,6.42,24.07,22.48,43.82,302.0,46.46,8.93,"Economical Bowler, Creates Pressure",No Major Weakness Detected
LB Ferbrache,Guernsey,33,T20I,262.0,297.0,13.0,4.0,13.0,20.15,88.22,76.0,29.01,17.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
S Nadigotla,Romania,33,T20I,421.0,390.0,36.0,13.0,26.0,16.19,107.95,222.0,52.73,7.96,66.0,71.0,4.0,28.0,3.0,3.0,11.0,6.45,17.75,16.5,42.42,30.0,42.25,11.0,"Economical Bowler, Creates Pressure",No Major Weakness Detected
GK Ghalley,Bhutan,32,T20I,338.0,366.0,23.0,15.0,25.0,13.52,92.35,182.0,53.85,9.63,9.0,13.0,0.0,0.0,1.0,0.0,1.5,8.67,0.0,0.0,0.0,4.0,30.77,9.0,Developing Player,No Major Weakness Detected
G Kansonkho,Malawi,32,T20I,360.0,423.0,36.0,3.0,23.0,15.65,85.11,162.0,45.0,10.85,18.0,32.0,1.0,4.0,1.0,3.0,3.0,10.67,32.0,18.0,22.22,22.0,68.75,4.5,Developing Player,Expensive Bowler
LA Burns,Spain,32,T20I,161.0,151.0,15.0,2.0,9.0,17.89,106.62,72.0,44.72,8.88,722.0,656.0,51.0,341.0,24.0,27.0,120.3,5.45,12.86,14.16,47.23,258.0,39.33,14.16,"Economical Bowler, Creates Pressure",No Major Weakness Detected
OB Nightingale,Guernsey,32,T20I,435.0,413.0,29.0,5.0,17.0,25.59,105.33,146.0,33.56,12.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Parvez Hossain Emon,Bangladesh,32,T20I,612.0,488.0,49.0,40.0,30.0,20.4,125.41,436.0,71.24,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
W Nalisa,Vanuatu,32,T20I,82.0,79.0,7.0,1.0,8.0,10.25,103.8,34.0,41.46,9.88,609.0,680.0,30.0,219.0,39.0,23.0,101.5,6.7,22.67,20.3,35.96,294.0,43.24,9.82,Economical Bowler,No Major Weakness Detected
Hisham Sheikh,Saudi Arabia,32,T20I,375.0,421.0,20.0,3.0,17.0,22.06,89.07,98.0,26.13,18.3,589.0,686.0,26.0,219.0,43.0,30.0,98.2,6.99,26.38,22.65,37.18,352.0,51.31,8.07,Economical Bowler,No Major Weakness Detected
Azyan Farhath,Maldives,32,T20I,726.0,908.0,53.0,11.0,25.0,29.04,79.96,278.0,38.29,14.19,229.0,226.0,19.0,105.0,19.0,5.0,38.2,5.92,11.89,12.05,45.85,106.0,46.9,9.54,"Economical Bowler, Creates Pressure",Slow Scorer
A Dananjaya,Sri Lanka,32,T20I,61.0,76.0,6.0,0.0,8.0,7.62,80.26,24.0,39.34,12.67,695.0,937.0,28.0,222.0,57.0,49.0,115.8,8.09,33.46,24.82,31.94,522.0,55.71,6.56,Developing Player,No Major Weakness Detected
D Myers,Zimbabwe,32,T20I,553.0,444.0,51.0,17.0,26.0,21.27,124.55,306.0,55.33,6.53,65.0,126.0,0.0,12.0,16.0,3.0,10.8,11.67,0.0,0.0,18.46,82.0,65.08,3.42,Boundary Hitter,Expensive Bowler
AJ Tye,Australia,32,T20I,83.0,79.0,5.0,4.0,8.0,10.38,105.06,44.0,53.01,8.78,718.0,1010.0,47.0,236.0,79.0,43.0,119.7,8.44,21.49,15.28,32.87,574.0,56.83,5.89,Developing Player,No Major Weakness Detected
JG Bethell,England,32,T20I,697.0,482.0,56.0,40.0,24.0,29.04,144.61,464.0,66.57,5.02,96.0,142.0,8.0,28.0,11.0,6.0,16.0,8.88,17.75,12.0,29.17,80.0,56.34,5.65,Boundary Hitter,No Major Weakness Detected
S Davizi,Czech Republic,32,T20I,971.0,721.0,113.0,33.0,26.0,37.35,134.67,650.0,66.94,4.94,143.0,169.0,7.0,50.0,15.0,2.0,23.8,7.1,24.14,20.43,34.97,72.0,42.6,8.41,"Consistent Batter, Boundary Hitter",No Major Weakness Detected
C Pengkumta,Thailand,32,T20I,147.0,216.0,8.0,5.0,17.0,8.65,68.06,62.0,42.18,16.62,472.0,535.0,25.0,187.0,52.0,12.0,78.7,6.8,21.4,18.88,39.62,280.0,52.34,7.38,Economical Bowler,No Major Weakness Detected
G Mckeon,France,32,T20I,922.0,682.0,72.0,50.0,28.0,32.93,135.19,588.0,63.77,5.59,174.0,201.0,8.0,63.0,18.0,5.0,29.0,6.93,25.12,21.75,36.21,102.0,50.75,7.57,"Boundary Hitter, Economical Bowler",No Major Weakness Detected
SSM Stanislaus,Malta,32,T20I,521.0,525.0,37.0,20.0,26.0,20.04,99.24,268.0,51.44,9.21,19.0,30.0,1.0,7.0,0.0,3.0,3.2,9.38,30.0,19.0,36.84,18.0,60.0,6.33,Developing Player,"Slow Scorer, Expensive Bowler"
NK Aneesh Kumar,Switzerland,32,T20I,52.0,80.0,1.0,1.0,7.0,7.43,65.0,10.0,19.23,40.0,604.0,684.0,24.0,258.0,35.0,36.0,100.7,6.79,28.5,25.17,42.72,356.0,52.05,8.51,"Economical Bowler, Creates Pressure",No Major Weakness Detected
D Johnson,Cayman Islands,32,T20I,263.0,238.0,21.0,10.0,22.0,11.95,110.5,144.0,54.75,7.68,467.0,604.0,18.0,161.0,50.0,21.0,77.8,7.76,33.56,25.94,34.48,326.0,53.97,6.58,Developing Player,No Major Weakness Detected
SA Mohandas,Hungary,32,T20I,73.0,80.0,6.0,0.0,8.0,9.12,91.25,24.0,32.88,13.33,647.0,825.0,27.0,269.0,82.0,26.0,107.8,7.65,30.56,23.96,41.58,484.0,58.67,5.99,Creates Pressure,No Major Weakness Detected
Aslam Khan,Malaysia,32,T20I,451.0,311.0,47.0,31.0,26.0,17.35,145.02,374.0,82.93,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
Hamza Khan,Rwanda,32,T20I,854.0,752.0,66.0,36.0,23.0,37.13,113.56,480.0,56.21,7.37,12.0,25.0,0.0,3.0,1.0,2.0,2.0,12.5,0.0,0.0,25.0,16.0,64.0,4.0,"Consistent Batter, Boundary Hitter","Slow Scorer, Expensive Bowler"
CR Woakes,England,32,T20I,147.0,121.0,9.0,7.0,8.0,18.38,121.49,78.0,53.06,7.56,611.0,825.0,30.0,230.0,69.0,36.0,101.8,8.1,27.5,20.37,37.64,492.0,59.64,5.82,Developing Player,No Major Weakness Detected
Surya Anand,Denmark,32,T20I,378.0,364.0,14.0,13.0,14.0,27.0,103.85,134.0,35.45,13.48,535.0,574.0,21.0,247.0,36.0,24.0,89.2,6.43,27.33,25.48,46.17,288.0,50.17,8.92,"Economical Bowler, Creates Pressure",No Major Weakness Detected
Sultan Ahmed,Oman,32,T20I,122.0,124.0,7.0,4.0,16.0,7.62,98.39,52.0,42.62,11.27,433.0,403.0,20.0,219.0,32.0,9.0,72.2,5.58,20.15,21.65,50.58,182.0,45.16,10.56,"Economical Bowler, Creates Pressure",No Major Weakness Detected
M Podosky,Philippines,32,T20I,551.0,508.0,45.0,28.0,28.0,19.68,108.46,348.0,63.16,6.96,119.0,142.0,3.0,35.0,11.0,1.0,19.8,7.17,47.33,39.67,29.41,50.0,35.21,9.92,Boundary Hitter,Slow Scorer
KA Jamieson,New Zealand,32,T20I,95.0,78.0,10.0,0.0,9.0,10.56,121.79,40.0,42.11,7.8,719.0,1084.0,30.0,264.0,95.0,56.0,119.8,9.05,36.13,23.97,36.72,716.0,66.05,4.76,Developing Player,Expensive Bowler
SR Taylor,United States of America,31,T20I,834.0,646.0,90.0,37.0,27.0,30.89,129.1,582.0,69.78,5.09,297.0,301.0,12.0,137.0,18.0,13.0,49.5,6.08,25.08,24.75,46.13,150.0,49.83,9.58,"Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
Abdul Razzaq,Pakistan,31,T20I,388.0,341.0,21.0,21.0,17.0,22.82,113.78,210.0,54.12,8.12,330.0,386.0,20.0,142.0,43.0,8.0,55.0,7.02,19.3,16.5,43.03,220.0,56.99,6.47,Creates Pressure,No Major Weakness Detected
B Khumalo,Botswana,31,T20I,28.0,47.0,1.0,0.0,3.0,9.33,59.57,4.0,14.29,47.0,546.0,641.0,21.0,231.0,63.0,16.0,91.0,7.04,30.52,26.0,42.31,348.0,54.29,6.91,Creates Pressure,No Major Weakness Detected
JE Root,England,31,T20I,881.0,719.0,91.0,15.0,22.0,40.05,122.53,454.0,51.53,6.78,87.0,141.0,6.0,28.0,13.0,7.0,14.5,9.72,23.5,14.5,32.18,94.0,66.67,4.35,Consistent Batter,Expensive Bowler
A Johnson,Canada,31,T20I,910.0,645.0,85.0,60.0,28.0,32.5,141.09,700.0,76.92,4.45,30.0,36.0,0.0,12.0,4.0,1.0,5.0,7.2,0.0,0.0,40.0,22.0,61.11,6.0,"Boundary Hitter, Creates Pressure",No Major Weakness Detected
TB Robinson,New Zealand,31,T20I,665.0,503.0,58.0,26.0,24.0,27.71,132.21,388.0,58.35,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
Arjun Vinod,Switzerland,31,T20I,630.0,604.0,59.0,15.0,24.0,26.25,104.3,326.0,51.75,8.16,205.0,299.0,5.0,67.0,16.0,18.0,34.2,8.74,59.8,41.0,32.68,172.0,57.53,6.03,Developing Player,Slow Scorer
GC Smith,South Africa,31,T20I,884.0,738.0,110.0,21.0,30.0,29.47,119.78,566.0,64.03,5.63,26.0,60.0,0.0,2.0,2.0,4.0,4.3,13.95,0.0,0.0,7.69,32.0,53.33,4.33,Boundary Hitter,"Slow Scorer, Expensive Bowler"
VS Padhaal,Finland,31,T20I,531.0,531.0,49.0,11.0,27.0,19.67,100.0,262.0,49.34,8.85,6.0,12.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,0.0,16.67,4.0,33.33,6.0,Developing Player,"Slow Scorer, Expensive Bowler"
