player,runs,balls,fours,sixes,outs,format,average,strike_rate,boundary_runs,boundary_percent,balls_per_boundary
S Chilemanya,49,73,1,1,8,T20I,6.12,67.12,10,20.41,36.5
B van Zyl,49,46,3,2,5,T20I,9.8,106.52,24,48.98,9.2
P Magafas,49,55,5,0,3,T20I,16.33,89.09,20,40.82,11.0
JN Mohammed,49,63,6,0,5,T20I,9.8,77.78,24,48.98,10.5
Syed Faizan Tahir,49,75,2,1,7,T20I,7.0,65.33,14,28.57,25.0
HG Kuhn,49,42,3,2,4,T20I,12.25,116.67,24,48.98,8.4
Muhammad Ajmal,49,59,5,1,6,T20I,8.17,83.05,26,53.06,9.83
I Master,49,53,3,0,4,T20I,12.25,92.45,12,24.49,17.67
A Khan,49,57,2,1,7,T20I,7.0,85.96,14,28.57,19.0
Aphsal Ashraf,49,25,1,5,1,T20I,49.0,196.0,34,69.39,4.17
K Senamontree,49,88,1,1,11,T20I,4.45,55.68,10,20.41,44.0
CU Jayasinghe,49,49,3,1,1,T20I,49.0,100.0,18,36.73,12.25
CA Keita,49,98,5,2,11,T20I,4.45,50.0,32,65.31,14.0
Parveen Kumar,49,75,0,3,7,T20I,7.0,65.33,18,36.73,25.0
S Shrivastava,48,60,4,1,2,T20I,24.0,80.0,22,45.83,12.0
B Muzarabani,48,71,6,1,13,T20I,3.69,67.61,30,62.5,10.14
Zong Yuechao,48,105,3,1,7,T20I,6.86,45.71,18,37.5,26.25
DAM Louis,48,51,3,2,5,T20I,9.6,94.12,24,50.0,10.2
FJ Klaassen,48,61,2,0,11,T20I,4.36,78.69,8,16.67,30.5
FA Klokker,48,46,4,0,2,T20I,24.0,104.35,16,33.33,11.5
Ajin Soman,48,40,2,4,5,T20I,9.6,120.0,32,66.67,6.67
A Modi,48,77,1,0,4,T20I,12.0,62.34,4,8.33,77.0
Ahmed Wardak,48,50,5,1,3,T20I,16.0,96.0,26,54.17,8.33
AJ Prajapati,48,89,3,2,6,T20I,8.0,53.93,24,50.0,17.8
Kuldeep Yadav,48,74,2,0,6,T20I,8.0,64.86,8,16.67,37.0
L Shafeeg,48,57,3,1,3,T20I,16.0,84.21,18,37.5,14.25
S Matsikenyeri,48,54,2,3,5,T20I,9.6,88.89,26,54.17,10.8
K Gore,47,32,4,2,2,T20I,23.5,146.88,28,59.57,5.33
Kabir Berlia,47,32,5,2,3,T20I,15.67,146.88,32,68.09,4.57
Zaker Taqawi,47,69,2,0,5,T20I,9.4,68.12,8,17.02,34.5
E Kahamker,47,41,4,1,3,T20I,15.67,114.63,22,46.81,8.2
R Athapaththu,47,33,2,3,0,T20I,,142.42,26,55.32,6.6
Manuel Iturbe,47,65,3,1,7,T20I,6.71,72.31,18,38.3,16.25
Arafat Minhas,47,43,4,2,1,T20I,47.0,109.3,28,59.57,7.17
Rehman Abdul,47,53,2,1,2,T20I,23.5,88.68,14,29.79,17.67
C Sridev,47,64,3,0,4,T20I,11.75,73.44,12,25.53,21.33
Abdul Majid Abbasi,47,91,1,1,8,T20I,5.88,51.65,10,21.28,45.5
IG Holland,47,54,4,0,2,T20I,23.5,87.04,16,34.04,13.5
Seetharam Guruvayoorappan,47,74,4,0,3,T20I,15.67,63.51,16,34.04,18.5
Ghulam Ahmadi,46,51,4,0,3,T20I,15.33,90.2,16,34.78,12.75
JJ van der Wath,46,40,3,1,3,T20I,15.33,115.0,18,39.13,10.0
Zhuang Zelin,46,89,2,0,9,T20I,5.11,51.69,8,17.39,44.5
L Botha,46,25,5,3,0,T20I,,184.0,38,82.61,3.12
NN Banner,46,75,1,1,5,T20I,9.2,61.33,10,21.74,37.5
AS Wright,46,48,3,3,3,T20I,15.33,95.83,30,65.22,8.0
F Mutua,46,43,5,1,8,T20I,5.75,106.98,26,56.52,7.17
BA Carse,46,37,2,3,5,T20I,9.2,124.32,26,56.52,7.4
Naseem Shah,46,47,6,1,7,T20I,6.57,97.87,30,65.22,6.71
AM Oyede,46,81,2,0,6,T20I,7.67,56.79,8,17.39,40.5
Gagandeep Singh,46,54,4,1,4,T20I,11.5,85.19,22,47.83,10.8
V Veiqravi,46,65,3,3,4,T20I,11.5,70.77,30,65.22,10.83
LT Bichard,46,60,4,0,4,T20I,11.5,76.67,16,34.78,15.0
C Brown,46,62,6,0,4,T20I,11.5,74.19,24,52.17,10.33
RA Reifer,46,43,1,2,1,T20I,46.0,106.98,16,34.78,14.33
L Ward,46,46,4,1,2,T20I,23.0,100.0,22,47.83,9.2
Naveena Shetty,46,32,5,2,5,T20I,9.2,143.75,32,69.57,4.57
AR Berenger,46,24,5,3,2,T20I,23.0,191.67,38,82.61,3.0
Chen Zhuo Yue,46,96,2,1,6,T20I,7.67,47.92,14,30.43,32.0
JW Hastings,46,38,3,1,4,T20I,11.5,121.05,18,39.13,9.5
AB Mengoumou,46,138,0,0,7,T20I,6.57,33.33,0,0.0,
L Gregory,45,41,2,2,6,T20I,7.5,109.76,20,44.44,10.25
JA Richardson,45,51,3,1,3,T20I,15.0,88.24,18,40.0,12.75
Mohamed Mahfooz,45,71,2,0,4,T20I,11.25,63.38,8,17.78,35.5
AR Odedara,45,66,5,0,8,T20I,5.62,68.18,20,44.44,13.2
Kashif Abbas,45,42,4,3,4,T20I,11.25,107.14,34,75.56,6.0
Ibrahim Kpaka,45,55,4,0,8,T20I,5.62,81.82,16,35.56,13.75
M Fontaine,45,49,1,1,5,T20I,9.0,91.84,10,22.22,24.5
J Jojo,45,33,2,1,4,T20I,11.25,136.36,14,31.11,11.0
NJ Maddinson,45,36,6,1,4,T20I,11.25,125.0,30,66.67,5.14
Saif Ullah,45,38,5,3,3,T20I,15.0,118.42,38,84.44,4.75
JD Bhatt,45,38,2,2,3,T20I,15.0,118.42,20,44.44,9.5
JWN Moses,45,52,4,1,6,T20I,7.5,86.54,22,48.89,10.4
S Ateak,45,48,6,1,3,T20I,15.0,93.75,30,66.67,6.86
K Weeraratne,45,37,4,1,1,T20I,45.0,121.62,22,48.89,7.4
Atif Mehmood,44,48,2,2,3,T20I,14.67,91.67,20,45.45,12.0
R Galgalikar,44,70,3,0,6,T20I,7.33,62.86,12,27.27,23.33
RJ Pierre,44,62,2,1,5,T20I,8.8,70.97,14,31.82,20.67
JAM Henri,44,38,2,1,5,T20I,8.8,115.79,14,31.82,12.67
Mamoon Latif,44,49,3,1,5,T20I,8.8,89.8,18,40.91,12.25
CJ Stamp,44,52,3,0,2,T20I,22.0,84.62,12,27.27,17.33
JS Henriksen,44,45,2,0,3,T20I,14.67,97.78,8,18.18,22.5
Saad Nasim,44,54,0,1,2,T20I,22.0,81.48,6,13.64,54.0
G Ganbold,44,127,1,0,12,T20I,3.67,34.65,4,9.09,127.0
Usman Waheed,44,40,4,1,2,T20I,22.0,110.0,22,50.0,8.0
Mohammad Wasim,44,64,5,1,4,T20I,11.0,68.75,26,59.09,10.67
S Sarthak,44,39,2,1,3,T20I,14.67,112.82,14,31.82,13.0
TS Waqavakatoga,43,40,2,2,4,T20I,10.75,107.5,20,46.51,10.0
S Badrinath,43,38,5,0,1,T20I,43.0,113.16,20,46.51,7.6
B Fernando,43,49,3,1,3,T20I,14.33,87.76,18,41.86,12.25
M Worndl,43,91,3,0,3,T20I,14.33,47.25,12,27.91,30.33
J Gumbie,43,53,6,0,3,T20I,14.33,81.13,24,55.81,8.83
S Fouché,43,51,5,0,2,T20I,21.5,84.31,20,46.51,10.2
Iftekar Jaman,43,31,3,3,2,T20I,21.5,138.71,30,69.77,5.17
J Perman,43,39,3,3,3,T20I,14.33,110.26,30,69.77,6.5
Hayatullah Niazi,43,43,1,2,3,T20I,14.33,100.0,16,37.21,14.33
P Pustoslemsek,43,69,4,1,5,T20I,8.6,62.32,22,51.16,13.8
Sikander Zulfiqar,43,45,3,0,7,T20I,6.14,95.56,12,27.91,15.0
NO Miller,43,50,2,0,1,T20I,43.0,86.0,8,18.6,25.0
L Karlsson,43,47,3,1,5,T20I,8.6,91.49,18,41.86,11.75
FJ Mpegna,43,81,2,1,8,T20I,5.38,53.09,14,32.56,27.0
A Langham,43,43,3,1,3,T20I,14.33,100.0,18,41.86,10.75
M Jele,43,71,0,2,9,T20I,4.78,60.56,12,27.91,35.5
LE Plunkett,42,34,3,1,7,T20I,6.0,123.53,18,42.86,8.5
Amjad Ali,42,55,6,0,4,T20I,10.5,76.36,24,57.14,9.17
Kasir Ahmed,42,58,0,0,4,T20I,10.5,72.41,0,0.0,
Asad Ali Rehemtulla,42,58,3,0,7,T20I,6.0,72.41,12,28.57,19.33
Serdar Burak Emir,42,33,5,3,3,T20I,14.0,127.27,38,90.48,4.12
Jaikumar Thakur,42,83,2,0,7,T20I,6.0,50.6,8,19.05,41.5
KY Wilfried,42,184,2,0,9,T20I,4.67,22.83,8,19.05,92.0
SN Netravalkar,42,49,2,1,6,T20I,7.0,85.71,14,33.33,16.33
Muhammad Murad,42,53,1,3,4,T20I,10.5,79.25,22,52.38,13.25
Asim Ashraf,42,79,5,0,3,T20I,14.0,53.16,20,47.62,15.8
Numan Yousuf,42,35,6,0,2,T20I,21.0,120.0,24,57.14,5.83
AT Rayudu,42,51,5,0,4,T20I,10.5,82.35,20,47.62,10.2
Abdullah Rana,42,27,4,2,4,T20I,10.5,155.56,28,66.67,4.5
Muzaffar Shiralkar,42,38,7,1,5,T20I,8.4,110.53,34,80.95,4.75
R Kumar,42,28,4,1,2,T20I,21.0,150.0,22,52.38,5.6
A Chaudhary,42,45,5,0,4,T20I,10.5,93.33,20,47.62,9.0
SD Valjalo,42,56,4,0,4,T20I,10.5,75.0,16,38.1,14.0
JM Iradukunda,42,42,0,4,5,T20I,8.4,100.0,24,57.14,10.5
Sheraz Sirwari,42,32,0,5,5,T20I,8.4,131.25,30,71.43,6.4
K Pala,41,31,4,2,1,T20I,41.0,132.26,28,68.29,5.17
BA Viraliliu,41,39,3,0,2,T20I,20.5,105.13,12,29.27,13.0
Akhil Kumar,41,36,3,2,2,T20I,20.5,113.89,24,58.54,7.2
P Dhiman,41,57,0,1,4,T20I,10.25,71.93,6,14.63,57.0
AR Puri,41,82,1,1,8,T20I,5.12,50.0,10,24.39,41.0
Pratik Singh Bais,41,72,0,0,7,T20I,5.86,56.94,0,0.0,
Luca Petre,41,37,1,1,3,T20I,13.67,110.81,10,24.39,18.5
S Badree,41,67,1,1,6,T20I,6.83,61.19,10,24.39,33.5
Mohammad Ghazanfar,41,64,3,0,4,T20I,10.25,64.06,12,29.27,21.33
J Theron,41,28,4,1,0,T20I,,146.43,22,53.66,5.6
Karan Singh,41,65,3,0,7,T20I,5.86,63.08,12,29.27,21.67
OK Mohamed,41,144,4,0,11,T20I,3.73,28.47,16,39.02,36.0
E Jabarkhel,41,46,5,0,4,T20I,10.25,89.13,20,48.78,9.2
Madhawa Basnayaka,41,48,2,2,3,T20I,13.67,85.42,20,48.78,12.0
Abdullah Shafique,41,39,4,1,2,T20I,20.5,105.13,22,53.66,7.8
P Baghel,41,55,7,0,3,T20I,13.67,74.55,28,68.29,7.86
Suhail Sattar,41,58,5,1,8,T20I,5.12,70.69,26,63.41,9.67
Zahid Khan,41,54,4,1,7,T20I,5.86,75.93,22,53.66,10.8
S Navaratne,40,43,1,3,5,T20I,8.0,93.02,22,55.0,10.75
R Theruvath,40,43,4,1,5,T20I,8.0,93.02,22,55.0,8.6
Jay Odedra,40,46,3,1,1,T20I,40.0,86.96,18,45.0,11.5
M Smith,40,49,2,3,3,T20I,13.33,81.63,26,65.0,9.8
JA Duffy,40,42,3,0,5,T20I,8.0,95.24,12,30.0,14.0
Nooruddin Mujadady,40,25,2,2,2,T20I,20.0,160.0,20,50.0,6.25
O Lutbayar,40,82,2,1,11,T20I,3.64,48.78,14,35.0,27.33
J Pant,40,30,4,1,1,T20I,40.0,133.33,22,55.0,6.0
A Bhadauria,40,32,6,0,2,T20I,20.0,125.0,24,60.0,5.33
Ashish Bam,40,45,5,0,4,T20I,10.0,88.89,20,50.0,9.0
DV Varghese,40,62,2,0,4,T20I,10.0,64.52,8,20.0,31.0
A Maheshwari,40,69,3,2,9,T20I,4.44,57.97,24,60.0,13.8
J Baguma,40,56,3,0,5,T20I,8.0,71.43,12,30.0,18.67
Ben Jones,40,43,3,0,0,T20I,,93.02,12,30.0,14.33
AD Algar,40,56,2,1,1,T20I,40.0,71.43,14,35.0,18.67
Zeeshan Siddiqui,40,45,4,0,2,T20I,20.0,88.89,16,40.0,11.25
BCJ Cutting,40,28,2,3,4,T20I,10.0,142.86,26,65.0,5.6
TGJ Gruijters,40,41,3,0,2,T20I,20.0,97.56,12,30.0,13.67
KDK Vithanage,40,35,7,0,3,T20I,13.33,114.29,28,70.0,5.0
N Pokana,39,48,0,2,5,T20I,7.8,81.25,12,30.77,24.0
A Manousis,39,35,5,2,5,T20I,7.8,111.43,32,82.05,5.0
J Danikula,39,71,3,0,5,T20I,7.8,54.93,12,30.77,23.67
K Shivam,39,94,2,1,7,T20I,5.57,41.49,14,35.9,31.33
KM Jarvis,39,49,1,2,6,T20I,6.5,79.59,16,41.03,16.33
RP Magar,39,80,0,2,5,T20I,7.8,48.75,12,30.77,40.0
Muhammed Turkmen,39,29,3,3,4,T20I,9.75,134.48,30,76.92,4.83
OGT Gould,39,43,1,2,2,T20I,19.5,90.7,16,41.03,14.33
J Gallimore,39,42,4,0,1,T20I,39.0,92.86,16,41.03,10.5
Arsalan Arif,39,52,1,0,3,T20I,13.0,75.0,4,10.26,52.0
J Pickering,39,62,1,0,4,T20I,9.75,62.9,4,10.26,62.0
RM Haq,39,63,1,0,2,T20I,19.5,61.9,4,10.26,63.0
KMA Aziz,39,144,2,0,9,T20I,4.33,27.08,8,20.51,72.0
Sajid Cheema,39,51,3,2,4,T20I,9.75,76.47,24,61.54,10.2
Yousef Shadzehisarjou,39,50,4,0,1,T20I,39.0,78.0,16,41.03,12.5
S Tobgay,39,59,1,0,1,T20I,39.0,66.1,4,10.26,59.0
CT Mumba,39,44,4,1,3,T20I,13.0,88.64,22,56.41,8.8
B Sharki,39,29,4,1,2,T20I,19.5,134.48,22,56.41,5.8
Mayank Nagayach,39,39,4,1,6,T20I,6.5,100.0,22,56.41,7.8
NT Ellis,39,62,2,1,5,T20I,7.8,62.9,14,35.9,20.67
Rafatullah Mohmand,39,47,4,0,3,T20I,13.0,82.98,16,41.03,11.75
S Joseph,39,23,3,3,0,T20I,,169.57,30,76.92,3.83
AK Kitchen,38,32,3,1,2,T20I,19.0,118.75,18,47.37,8.0
Anasim Khan,38,28,4,2,3,T20I,12.67,135.71,28,73.68,4.67
P Kotoisuva,38,32,1,3,4,T20I,9.5,118.75,22,57.89,8.0
SC de Oliveira,38,20,2,3,1,T20I,38.0,190.0,26,68.42,4.0
Haseeb Amjad,38,39,2,1,4,T20I,9.5,97.44,14,36.84,13.0
A Gorawara,38,37,2,2,4,T20I,9.5,102.7,20,52.63,9.25
DK Pallekonda,38,62,5,0,9,T20I,4.22,61.29,20,52.63,12.4
D Padikkal,38,38,2,1,2,T20I,19.0,100.0,14,36.84,12.67
Ovais Yousof,38,59,3,0,2,T20I,19.0,64.41,12,31.58,19.67
P Chin,38,55,1,0,3,T20I,12.67,69.09,4,10.53,55.0
JM Polarouthu,38,48,1,1,1,T20I,38.0,79.17,10,26.32,24.0
S Jele,38,37,1,2,4,T20I,9.5,102.7,16,42.11,12.33
H Pragji,38,65,1,0,3,T20I,12.67,58.46,4,10.53,65.0
JL Kovacic,38,31,2,3,3,T20I,12.67,122.58,26,68.42,6.2
D Mongia,38,45,4,1,1,T20I,38.0,84.44,22,57.89,9.0
F Mutizwa,38,36,3,0,2,T20I,19.0,105.56,12,31.58,12.0
GD Drummond,38,49,3,0,2,T20I,19.0,77.55,12,31.58,16.33
Irfan Sarfraz,38,56,2,0,2,T20I,19.0,67.86,8,21.05,28.0
Jai Tiwari,38,33,4,2,2,T20I,19.0,115.15,28,73.68,5.5
BJ Watling,38,60,3,0,4,T20I,9.5,63.33,12,31.58,20.0
S Shailesh,38,80,4,1,5,T20I,7.6,47.5,22,57.89,16.0
Abu Hider,37,29,4,2,1,T20I,37.0,127.59,28,75.68,4.83
S Wankhade,37,87,1,0,3,T20I,12.33,42.53,4,10.81,87.0
A Kuthalingham,37,40,1,0,2,T20I,18.5,92.5,4,10.81,40.0
SJ Benn,37,42,5,1,3,T20I,12.33,88.1,26,70.27,7.0
GI Hume,37,30,2,2,1,T20I,37.0,123.33,20,54.05,7.5
Jonte Smith,37,45,3,0,4,T20I,9.25,82.22,12,32.43,15.0
Y Konate,37,77,2,2,9,T20I,4.11,48.05,20,54.05,19.25
I Kamara,37,75,2,1,5,T20I,7.4,49.33,14,37.84,25.0
Mohamed Shiyam,37,56,4,0,2,T20I,18.5,66.07,16,43.24,14.0
Gabor Torok,37,43,4,0,2,T20I,18.5,86.05,16,43.24,10.75
A Sarma,37,47,3,1,2,T20I,18.5,78.72,18,48.65,11.75
Danish Aziz,37,39,1,1,2,T20I,18.5,94.87,10,27.03,19.5
Abdur Razzak,37,68,1,0,8,T20I,4.62,54.41,4,10.81,68.0
BM Wheeler,37,30,3,2,2,T20I,18.5,123.33,24,64.86,6.0
S Tharanga,37,39,3,2,3,T20I,12.33,94.87,24,64.86,7.8
RM Hira,37,34,4,1,2,T20I,18.5,108.82,22,59.46,6.8
Waleed Rana,37,50,2,1,3,T20I,12.33,74.0,14,37.84,16.67
SD Outerbridge,37,36,1,1,0,T20I,,102.78,10,27.03,18.0
TE Kane,37,31,4,0,2,T20I,18.5,119.35,16,43.24,7.75
O Davidson,37,33,5,1,2,T20I,18.5,112.12,26,70.27,5.5
JS Foster,37,32,0,1,3,T20I,12.33,115.62,6,16.22,32.0
Azeem Nazir,36,42,5,0,2,T20I,18.0,85.71,20,55.56,8.4
KN Gabhane,36,42,3,0,0,T20I,,85.71,12,33.33,14.0
Kamal Soukhiya,36,38,1,2,7,T20I,5.14,94.74,16,44.44,12.67
C Udekwe,36,40,1,2,3,T20I,12.0,90.0,16,44.44,13.33
Asif Iqbal,36,45,3,1,2,T20I,18.0,80.0,18,50.0,11.25
O Sam Arthur,36,47,5,0,0,T20I,,76.6,20,55.56,9.4
Haseebullah Khan,36,30,4,1,3,T20I,12.0,120.0,22,61.11,6.0
LH Ferguson,36,43,0,2,8,T20I,4.5,83.72,12,33.33,21.5
Munir Dar,36,27,3,1,1,T20I,36.0,133.33,18,50.0,6.75
Ahsan Ali,36,39,4,0,2,T20I,18.0,92.31,16,44.44,9.75
S Williams,36,54,3,0,3,T20I,12.0,66.67,12,33.33,18.0
Ankush Singh,36,32,3,3,2,T20I,18.0,112.5,30,83.33,5.33
Rizwan Haider,36,28,1,3,2,T20I,18.0,128.57,22,61.11,7.0
D Teinaki,36,40,2,3,3,T20I,12.0,90.0,26,72.22,8.0
PA Patel,36,33,4,1,2,T20I,18.0,109.09,22,61.11,6.6
J Dunn,36,41,0,1,3,T20I,12.0,87.8,6,16.67,41.0
Zaheer Ibrahim,36,39,4,1,6,T20I,6.0,92.31,22,61.11,7.8
DE Burgess,36,70,0,0,3,T20I,12.0,51.43,0,0.0,
C Zhuwao,36,42,5,1,4,T20I,9.0,85.71,26,72.22,7.0
A Magdalenic,36,96,3,0,11,T20I,3.27,37.5,12,33.33,32.0
RMR Brathwaite,36,42,2,1,5,T20I,7.2,85.71,14,38.89,14.0
TAW Patterson,35,70,2,0,5,T20I,7.0,50.0,8,22.86,35.0
JC Martin,35,37,1,1,1,T20I,35.0,94.59,10,28.57,18.5
JDF Vandersay,35,42,3,1,3,T20I,11.67,83.33,18,51.43,10.5
MJ Henry,35,35,4,0,6,T20I,5.83,100.0,16,45.71,8.75
Shuvagata Hom,35,35,3,1,2,T20I,17.5,100.0,18,51.43,8.75
S Mahmood,35,47,2,1,5,T20I,7.0,74.47,14,40.0,15.67
AM Patel,35,47,3,0,3,T20I,11.67,74.47,12,34.29,15.67
CB Mpofu,35,43,3,1,4,T20I,8.75,81.4,18,51.43,10.75
A Ilaoa,35,35,3,1,6,T20I,5.83,100.0,18,51.43,8.75
Nay Lin Htun,35,62,2,0,7,T20I,5.0,56.45,8,22.86,31.0
Aminul Islam,35,42,4,0,2,T20I,17.5,83.33,16,45.71,10.5
H Bharadwaj,35,31,3,2,3,T20I,11.67,112.9,24,68.57,6.2
Abdullah Jasat,35,30,2,2,4,T20I,8.75,116.67,20,57.14,7.5
H Srinivasan,35,50,1,0,2,T20I,17.5,70.0,4,11.43,50.0
YI Kachhalia,35,59,3,0,7,T20I,5.0,59.32,12,34.29,19.67
Shehzad Patel,35,42,3,1,4,T20I,8.75,83.33,18,51.43,10.5
SK Patel,35,39,2,0,2,T20I,17.5,89.74,8,22.86,19.5
A Conteh,35,58,3,0,6,T20I,5.83,60.34,12,34.29,19.33
Sathya Narayanan,35,51,2,0,4,T20I,8.75,68.63,8,22.86,25.5
Waqas Haider,35,21,4,2,2,T20I,17.5,166.67,28,80.0,3.5
STR Binny,35,30,2,1,2,T20I,17.5,116.67,14,40.0,10.0
DI Allan,35,71,3,0,6,T20I,5.83,49.3,12,34.29,23.67
Arsalan Ahmed,35,32,7,0,3,T20I,11.67,109.38,28,80.0,4.57
DJ Reekers,35,22,4,2,3,T20I,11.67,159.09,28,80.0,3.67
N Davidovic,35,36,3,2,5,T20I,7.0,97.22,24,68.57,7.2
S Kochar,35,45,2,1,4,T20I,8.75,77.78,14,40.0,15.0
E Kubwimana,35,64,2,0,9,T20I,3.89,54.69,8,22.86,32.0
RM Jariwala,35,33,4,0,1,T20I,35.0,106.06,16,45.71,8.25
Nazakat Ali,35,31,1,3,2,T20I,17.5,112.9,22,62.86,7.75
Rahat Kazi,35,72,1,1,6,T20I,5.83,48.61,10,28.57,36.0
Amjad Mahboob,35,49,1,2,7,T20I,5.0,71.43,16,45.71,16.33
Pavandeep Singh,35,65,0,0,0,T20I,,53.85,0,0.0,
J Hill,34,67,3,0,4,T20I,8.5,50.75,12,35.29,22.33
S Smith,34,67,1,0,6,T20I,5.67,50.75,4,11.76,67.0
Sinan Khan,34,38,3,0,4,T20I,8.5,89.47,12,35.29,12.67
Shah Faisal,34,46,2,1,4,T20I,8.5,73.91,14,41.18,15.33
W Perchard,34,32,2,0,0,T20I,,106.25,8,23.53,16.0
Arafat Sunny,34,32,3,1,3,T20I,11.33,106.25,18,52.94,8.0
S Kimura,34,38,1,1,4,T20I,8.5,89.47,10,29.41,19.0
SSB Magala,34,18,1,4,1,T20I,34.0,188.89,28,82.35,3.6
DK Dahyabhai Ahir,34,48,1,0,3,T20I,11.33,70.83,4,11.76,48.0
NA Maiolo,34,41,2,1,4,T20I,8.5,82.93,14,41.18,13.67
Ansh Tandon,34,35,3,1,4,T20I,8.5,97.14,18,52.94,8.75
Huang Junjie,34,86,3,0,5,T20I,6.8,39.53,12,35.29,28.67
Hammad Azam,34,34,3,1,3,T20I,11.33,100.0,18,52.94,8.5
T Horpinitch,34,63,5,0,4,T20I,8.5,53.97,20,58.82,12.6
A Krishna,34,33,4,0,3,T20I,11.33,103.03,16,47.06,8.25
CD de Lange,34,20,2,2,2,T20I,17.0,170.0,20,58.82,5.0
W McClintock,34,39,4,0,3,T20I,11.33,87.18,16,47.06,9.75
Kashif Khan,34,59,0,1,3,T20I,11.33,57.63,6,17.65,59.0
Manoj Adhikari,34,55,3,0,3,T20I,11.33,61.82,12,35.29,18.33
B Jerkovic,34,76,1,0,2,T20I,17.0,44.74,4,11.76,76.0
YK Rai,34,27,1,2,1,T20I,34.0,125.93,16,47.06,9.0
J Marples,34,43,2,0,4,T20I,8.5,79.07,8,23.53,21.5
PUKK Arachchige,34,54,0,1,4,T20I,8.5,62.96,6,17.65,54.0
Omar Hussain,33,43,2,1,5,T20I,6.6,76.74,14,42.42,14.33
TS Chisoro,33,40,1,2,3,T20I,11.0,82.5,16,48.48,13.33
R Flannigan,33,28,3,0,1,T20I,33.0,117.86,12,36.36,9.33
GO Jones,33,25,5,0,1,T20I,33.0,132.0,20,60.61,5.0
WPUJC Vaas,33,42,1,0,1,T20I,33.0,78.57,4,12.12,42.0
Micheal Das,33,29,4,1,2,T20I,16.5,113.79,22,66.67,5.8
M Bhaiji,33,28,3,2,4,T20I,8.25,117.86,24,72.73,5.6
DKJ Claude,33,88,5,0,10,T20I,3.3,37.5,20,60.61,17.6
Mustapha Yusuf,33,36,3,0,2,T20I,16.5,91.67,12,36.36,12.0
D Finau,33,30,2,2,4,T20I,8.25,110.0,20,60.61,7.5
Faisal Mehmood,33,26,5,1,2,T20I,16.5,126.92,26,78.79,4.33
C Chete,33,48,4,0,9,T20I,3.67,68.75,16,48.48,12.0
I Pandey,33,54,5,0,4,T20I,8.25,61.11,20,60.61,10.8
RJMGM Rupasinghe,33,39,2,0,2,T20I,16.5,84.62,8,24.24,19.5
M Cohen,33,33,3,1,2,T20I,16.5,100.0,18,54.55,8.25
PSP Handscomb,33,33,1,0,1,T20I,33.0,100.0,4,12.12,33.0
R Nil,33,28,2,1,2,T20I,16.5,117.86,14,42.42,9.33
Simandeep Singh,33,33,2,0,4,T20I,8.25,100.0,8,24.24,16.5
Elias Hasan,33,37,2,2,4,T20I,8.25,89.19,20,60.61,9.25
DLS van Bunge,33,34,1,2,5,T20I,6.6,97.06,16,48.48,11.33
J West,32,57,2,0,3,T20I,10.67,56.14,8,25.0,28.5
MJ Swepson,32,25,1,2,0,T20I,,128.0,16,50.0,8.33
HA Varaiya,32,48,1,0,0,T20I,,66.67,4,12.5,48.0
Qasim Akram,32,31,5,0,2,T20I,16.0,103.23,20,62.5,6.2
ZR Jaboneke,32,45,0,1,2,T20I,16.0,71.11,6,18.75,45.0
Nadeem Ahmed,32,50,2,0,4,T20I,8.0,64.0,8,25.0,25.0
Aftab Kayani,32,33,3,0,3,T20I,10.67,96.97,12,37.5,11.0
JD Newton,32,51,2,1,4,T20I,8.0,62.75,14,43.75,17.0
TW Samuels,32,44,2,0,4,T20I,8.0,72.73,8,25.0,22.0
GA Lamb,32,55,1,0,2,T20I,16.0,58.18,4,12.5,55.0
Salman Patel,32,37,3,1,4,T20I,8.0,86.49,18,56.25,9.25
R Limbu,32,47,4,1,3,T20I,10.67,68.09,22,68.75,9.4
Rakibul Hasan,32,25,4,1,4,T20I,8.0,128.0,22,68.75,5.0
Bukhar Illikkal,32,33,2,1,3,T20I,10.67,96.97,14,43.75,11.0
Mirza Baig,32,20,4,2,1,T20I,32.0,160.0,28,87.5,3.33
SE Findlay,32,31,4,0,2,T20I,16.0,103.23,16,50.0,7.75
ML Bojang,32,33,2,1,5,T20I,6.4,96.97,14,43.75,11.0
AAA Patel,32,35,4,1,4,T20I,8.0,91.43,22,68.75,7.0
Adeeb Usmani,32,29,2,2,2,T20I,16.0,110.34,20,62.5,7.25
L Grace,32,47,1,1,4,T20I,8.0,68.09,10,31.25,23.5
JC Tredwell,32,21,4,1,2,T20I,16.0,152.38,22,68.75,4.2
K Ghalley,32,42,2,0,2,T20I,16.0,76.19,8,25.0,21.0
SNJ O'Keefe,32,27,4,1,4,T20I,8.0,118.52,22,68.75,5.4
LJ Myott,32,36,1,1,3,T20I,10.67,88.89,10,31.25,18.0
D Gaikwad,32,26,6,0,2,T20I,16.0,123.08,24,75.0,4.33
KRP Silva,32,14,2,3,2,T20I,16.0,228.57,26,81.25,2.8
CR Richards,32,53,2,1,8,T20I,4.0,60.38,14,43.75,17.67
BK Stroud,32,81,1,0,3,T20I,10.67,39.51,4,12.5,81.0
JJ Wright,32,35,1,1,2,T20I,16.0,91.43,10,31.25,17.5
AR Balla,32,124,0,0,7,T20I,4.57,25.81,0,0.0,
LHB Harrington-Myers,32,39,1,1,3,T20I,10.67,82.05,10,31.25,19.5
CM McBride,31,27,4,0,3,T20I,10.33,114.81,16,51.61,6.75
