player,runs,balls,fours,sixes,outs,format,average,strike_rate,boundary_runs,boundary_percent,balls_per_boundary
RT Rubbi,11,32,0,0,2,T20I,5.5,34.38,0,0.0,
Y Jasti,11,26,0,0,3,T20I,3.67,42.31,0,0.0,
Ahsan Khan,11,10,1,0,1,T20I,11.0,110.0,4,36.36,10.0
J Smits,11,19,0,0,0,T20I,,57.89,0,0.0,
Sohel Ebrahim Desai,11,18,0,0,4,T20I,2.75,61.11,0,0.0,
AK Roger,11,50,1,0,5,T20I,2.2,22.0,4,36.36,50.0
JD Campbell,11,16,2,0,2,T20I,5.5,68.75,8,72.73,8.0
W Uisuk,11,42,1,0,4,T20I,2.75,26.19,4,36.36,42.0
CG Osborne,11,25,0,0,1,T20I,11.0,44.0,0,0.0,
AJ Hall,11,10,1,0,1,T20I,11.0,110.0,4,36.36,10.0
FH Edwards,11,14,1,0,1,T20I,11.0,78.57,4,36.36,14.0
Sachin Ganpat Shinde,11,26,1,0,1,T20I,11.0,42.31,4,36.36,26.0
Nawaf Ahmed,10,10,1,1,1,T20I,10.0,100.0,10,100.0,5.0
S Rossi,10,16,0,0,5,T20I,2.0,62.5,0,0.0,
N Burger,10,21,0,0,2,T20I,5.0,47.62,0,0.0,
SHA Rance,10,21,0,0,3,T20I,3.33,47.62,0,0.0,
BAA Zammitt,10,27,0,0,3,T20I,3.33,37.04,0,0.0,
J Shaju,10,30,0,0,4,T20I,2.5,33.33,0,0.0,
Sajid Khan,10,35,0,0,3,T20I,3.33,28.57,0,0.0,
Uzair Amir,10,16,0,0,2,T20I,5.0,62.5,0,0.0,
T Yotharat,10,25,0,0,0,T20I,,40.0,0,0.0,
N Pradeep,10,15,1,0,1,T20I,10.0,66.67,4,40.0,15.0
A Ndlovu,10,13,1,0,2,T20I,5.0,76.92,4,40.0,13.0
Faris Al Balushi,10,11,2,0,0,T20I,,90.91,8,80.0,5.5
R Cunningham,10,14,0,0,0,T20I,,71.43,0,0.0,
D Traore,10,23,1,0,1,T20I,10.0,43.48,4,40.0,23.0
Ashar Abbas,10,18,0,0,2,T20I,5.0,55.56,0,0.0,
L Basson,10,15,1,0,0,T20I,,66.67,4,40.0,15.0
CS Baugh,10,12,1,0,2,T20I,5.0,83.33,4,40.0,12.0
T Shamsi,10,28,0,0,5,T20I,2.0,35.71,0,0.0,
A Sathyan,10,15,1,0,0,T20I,,66.67,4,40.0,15.0
JE Pitcher,10,20,0,0,0,T20I,,50.0,0,0.0,
S Srikanth,10,6,2,0,1,T20I,10.0,166.67,8,80.0,3.0
Faridullah Shams,10,4,1,1,1,T20I,10.0,250.0,10,100.0,2.0
LK Sharma,10,14,2,0,1,T20I,10.0,71.43,8,80.0,7.0
G Kaltongga,10,12,1,0,2,T20I,5.0,83.33,4,40.0,12.0
Khurram Chohan,10,10,1,0,1,T20I,10.0,100.0,4,40.0,10.0
S Murari,10,17,0,1,5,T20I,2.0,58.82,6,60.0,17.0
ACL Richards,10,17,1,0,1,T20I,10.0,58.82,4,40.0,17.0
PP Ojha,10,6,0,1,0,T20I,,166.67,6,60.0,6.0
NP Kenjige,10,21,0,0,5,T20I,2.0,47.62,0,0.0,
Anwar Rahman,10,27,0,0,4,T20I,2.5,37.04,0,0.0,
J Ghelzai,10,9,0,1,3,T20I,3.33,111.11,6,60.0,9.0
Salman Nazar,10,9,1,0,1,T20I,10.0,111.11,4,40.0,9.0
B Pondani,10,22,0,0,2,T20I,5.0,45.45,0,0.0,
G Cupido,10,11,0,1,2,T20I,5.0,90.91,6,60.0,11.0
CBRLS Kumara,10,11,2,0,3,T20I,3.33,90.91,8,80.0,5.5
H Beresford-Peirse,10,15,0,0,2,T20I,5.0,66.67,0,0.0,
SR Tendulkar,10,13,2,0,1,T20I,10.0,76.92,8,80.0,6.5
Ali Hasan,10,15,0,1,3,T20I,3.33,66.67,6,60.0,15.0
J Pakeman,10,27,1,0,2,T20I,5.0,37.04,4,40.0,27.0
RWT Key,10,9,0,0,0,T20I,,111.11,0,0.0,
Acrey Hugo,10,13,1,0,0,T20I,,76.92,4,40.0,13.0
I Katzarski,10,27,0,0,2,T20I,5.0,37.04,0,0.0,
Rajkumar Rajendran,10,18,0,1,2,T20I,5.0,55.56,6,60.0,18.0
Vraj Patel,10,17,0,0,2,T20I,5.0,58.82,0,0.0,
KN Singh,10,10,0,0,0,T20I,,100.0,0,0.0,
K Babu,10,23,0,0,2,T20I,5.0,43.48,0,0.0,
VL Mukesh,10,16,0,1,4,T20I,2.5,62.5,6,60.0,16.0
Ali Rasool,10,22,0,0,2,T20I,5.0,45.45,0,0.0,
AC Evans,10,15,1,0,6,T20I,1.67,66.67,4,40.0,15.0
AAP Atkinson,10,23,0,0,1,T20I,10.0,43.48,0,0.0,
BA Parchment,10,6,1,1,1,T20I,10.0,166.67,10,100.0,3.0
SL Perera,10,24,0,0,2,T20I,5.0,41.67,0,0.0,
Milad Momend,10,38,1,0,5,T20I,2.0,26.32,4,40.0,38.0
J Hansrod,10,26,1,0,3,T20I,3.33,38.46,4,40.0,26.0
T Wuatai,10,30,1,0,2,T20I,5.0,33.33,4,40.0,30.0
P Raho,10,7,0,1,0,T20I,,142.86,6,60.0,7.0
M Ntini,10,11,2,0,2,T20I,5.0,90.91,8,80.0,5.5
S Gantulga,10,55,1,0,6,T20I,1.67,18.18,4,40.0,55.0
Yadwinder Singh,9,15,1,0,0,T20I,,60.0,4,44.44,15.0
YM Nkanya,9,32,0,0,6,T20I,1.5,28.12,0,0.0,
JQK Moala,9,21,0,0,4,T20I,2.25,42.86,0,0.0,
RJ Campbell,9,23,1,0,2,T20I,4.5,39.13,4,44.44,23.0
TNM Soleh,9,24,0,0,1,T20I,9.0,37.5,0,0.0,
Iftikhar Kankhel,9,14,1,0,2,T20I,4.5,64.29,4,44.44,14.0
T Amresh,9,10,0,1,2,T20I,4.5,90.0,6,66.67,10.0
E Karimi,9,25,0,0,3,T20I,3.0,36.0,0,0.0,
Lee Kangmin,9,12,1,0,1,T20I,9.0,75.0,4,44.44,12.0
V Khanduri,9,21,0,0,2,T20I,4.5,42.86,0,0.0,
R Smith,9,38,0,0,4,T20I,2.25,23.68,0,0.0,
VJ Kingma,9,17,0,0,2,T20I,4.5,52.94,0,0.0,
Babar Ali,9,20,0,0,3,T20I,3.0,45.0,0,0.0,
H Isorena,9,22,1,0,2,T20I,4.5,40.91,4,44.44,22.0
Humayun Kabir,9,19,0,0,2,T20I,4.5,47.37,0,0.0,
WKD Perkins,9,12,1,0,1,T20I,9.0,75.0,4,44.44,12.0
Ehsan Nawaz,9,6,2,0,1,T20I,9.0,150.0,8,88.89,3.0
MW Jones,9,6,0,1,1,T20I,9.0,150.0,6,66.67,6.0
A Kapoor,9,4,1,0,0,T20I,,225.0,4,44.44,4.0
Salman Mirza,9,8,1,0,2,T20I,4.5,112.5,4,44.44,8.0
B Stanlake,9,13,0,1,1,T20I,9.0,69.23,6,66.67,13.0
Tenzin Wangchuk jnr,9,18,2,0,2,T20I,4.5,50.0,8,88.89,9.0
Sanjay Kumar,9,7,1,0,0,T20I,,128.57,4,44.44,7.0
O Thomas,9,16,2,0,4,T20I,2.25,56.25,8,88.89,8.0
Bhargav Narasimha,9,18,0,0,1,T20I,9.0,50.0,0,0.0,
Aziz Sualley,9,17,1,0,3,T20I,3.0,52.94,4,44.44,17.0
RR Joshi,9,9,0,1,2,T20I,4.5,100.0,6,66.67,9.0
Itibarshah Deedar,9,11,1,0,0,T20I,,81.82,4,44.44,11.0
AR Perez Rivero,9,10,0,0,1,T20I,9.0,90.0,0,0.0,
SMK Waththage,9,16,0,0,1,T20I,9.0,56.25,0,0.0,
K Lake,9,8,0,0,1,T20I,9.0,112.5,0,0.0,
QF Djakaridja,9,54,0,0,8,T20I,1.12,16.67,0,0.0,
DK Raman,9,10,1,0,1,T20I,9.0,90.0,4,44.44,10.0
Safvan Patel,9,13,0,0,1,T20I,9.0,69.23,0,0.0,
RW Hartley,9,21,0,0,1,T20I,9.0,42.86,0,0.0,
Anam Mollik,9,10,1,0,1,T20I,9.0,90.0,4,44.44,10.0
S Rukmal,9,20,2,0,2,T20I,4.5,45.0,8,88.89,10.0
Mohammad Mohsin,9,11,1,0,2,T20I,4.5,81.82,4,44.44,11.0
AN Hyobeom,9,17,1,0,3,T20I,3.0,52.94,4,44.44,17.0
Ibrahim Kursad Dalyan,9,15,1,0,1,T20I,9.0,60.0,4,44.44,15.0
BJ Davidson,9,23,1,0,3,T20I,3.0,39.13,4,44.44,23.0
R McLaren,9,13,0,0,1,T20I,9.0,69.23,0,0.0,
KK Tillett,9,20,1,0,2,T20I,4.5,45.0,4,44.44,20.0
FC Muniz,9,27,0,0,2,T20I,4.5,33.33,0,0.0,
Utkarsh Srivastava,9,8,1,0,1,T20I,9.0,112.5,4,44.44,8.0
Mohammad Abrar,9,16,1,0,1,T20I,9.0,56.25,4,44.44,16.0
D Hardware,9,27,0,0,1,T20I,9.0,33.33,0,0.0,
Mohammad Asif,9,3,2,0,0,T20I,,300.0,8,88.89,1.5
JS Patel,9,14,1,0,3,T20I,3.0,64.29,4,44.44,14.0
GY Prastama,9,13,0,0,1,T20I,9.0,69.23,0,0.0,
Zuhair Muhammad,9,28,0,0,2,T20I,4.5,32.14,0,0.0,
S Banamali,9,15,0,0,1,T20I,9.0,60.0,0,0.0,
NA Janes,9,11,1,0,2,T20I,4.5,81.82,4,44.44,11.0
RAJ Smith,9,7,1,0,0,T20I,,128.57,4,44.44,7.0
A Poulose,9,16,2,0,3,T20I,3.0,56.25,8,88.89,8.0
M Khauta,9,6,2,0,1,T20I,9.0,150.0,8,88.89,3.0
Ravinder Singh,9,19,0,0,1,T20I,9.0,47.37,0,0.0,
S Varathappan,9,11,2,0,1,T20I,9.0,81.82,8,88.89,5.5
JT Brassell,9,14,1,0,1,T20I,9.0,64.29,4,44.44,14.0
M Pathirana,9,21,1,0,5,T20I,1.8,42.86,4,44.44,21.0
RK Kiseto,8,22,0,0,4,T20I,2.0,36.36,0,0.0,
Sunil,8,9,1,0,0,T20I,,88.89,4,50.0,9.0
K Burrows,8,4,0,1,1,T20I,8.0,200.0,6,75.0,4.0
S Weleilakeba,8,3,0,1,1,T20I,8.0,266.67,6,75.0,3.0
Ronitkumar Ahir,8,10,0,0,1,T20I,8.0,80.0,0,0.0,
U Sofi,8,6,0,1,1,T20I,8.0,133.33,6,75.0,6.0
Nazwan Ismail,8,20,0,0,1,T20I,8.0,40.0,0,0.0,
B Mejaro,8,34,0,0,4,T20I,2.0,23.53,0,0.0,
HMRKB Herath,8,12,0,0,3,T20I,2.67,66.67,0,0.0,
Nazmul Islam,8,11,1,0,1,T20I,8.0,72.73,4,50.0,11.0
S Randiv,8,6,1,0,2,T20I,4.0,133.33,4,50.0,6.0
A Dhingra,8,8,1,0,2,T20I,4.0,100.0,4,50.0,8.0
Azim Patel,8,13,1,0,2,T20I,4.0,61.54,4,50.0,13.0
SJS Smith,8,11,1,0,0,T20I,,72.73,4,50.0,11.0
JB Richards,8,16,0,0,0,T20I,,50.0,0,0.0,
NCK Liyanage,8,8,1,0,1,T20I,8.0,100.0,4,50.0,8.0
R Edwards,8,21,0,0,2,T20I,4.0,38.1,0,0.0,
A Ahmadhel,8,27,1,0,4,T20I,2.0,29.63,4,50.0,27.0
Simranjit Singh,8,9,0,0,1,T20I,8.0,88.89,0,0.0,
T Ritawa,8,10,1,0,3,T20I,2.67,80.0,4,50.0,10.0
Tayyeb Javed,8,6,2,0,1,T20I,8.0,133.33,8,100.0,3.0
E Isaneez,8,13,0,0,0,T20I,,61.54,0,0.0,
DR Mousley,8,6,0,1,1,T20I,8.0,133.33,6,75.0,6.0
J Batinibulu,8,18,0,0,2,T20I,4.0,44.44,0,0.0,
ZE Matsinhe,8,18,0,0,2,T20I,4.0,44.44,0,0.0,
Charanjeet Singh,8,9,1,0,0,T20I,,88.89,4,50.0,9.0
S Vaz,8,13,0,0,1,T20I,8.0,61.54,0,0.0,
K Jack,8,14,0,0,2,T20I,4.0,57.14,0,0.0,
W Viraliliu,8,10,0,0,2,T20I,4.0,80.0,0,0.0,
BAW Mendis,8,18,1,0,3,T20I,2.67,44.44,4,50.0,18.0
T Tumursukh,8,39,0,0,6,T20I,1.33,20.51,0,0.0,
S Simpson,8,9,1,0,0,T20I,,88.89,4,50.0,9.0
K Kekez,8,20,1,0,2,T20I,4.0,40.0,4,50.0,20.0
GM Muthui,8,13,0,0,1,T20I,8.0,61.54,0,0.0,
Hazrat Luqman,8,6,0,0,1,T20I,8.0,133.33,0,0.0,
Kuldeep Singh,8,17,0,0,3,T20I,2.67,47.06,0,0.0,
Fakhrul Mohon,8,9,0,1,1,T20I,8.0,88.89,6,75.0,9.0
AM Blignaut,8,9,1,0,1,T20I,8.0,88.89,4,50.0,9.0
I Mansaray,8,25,0,0,2,T20I,4.0,32.0,0,0.0,
GH Bodi,8,28,0,0,1,T20I,8.0,28.57,0,0.0,
S Panguluri,8,18,1,0,0,T20I,,44.44,4,50.0,18.0
M Joseph,8,8,1,0,1,T20I,8.0,100.0,4,50.0,8.0
Abdul Salman Khan,8,11,1,0,1,T20I,8.0,72.73,4,50.0,11.0
MNK Fernando,8,12,0,0,2,T20I,4.0,66.67,0,0.0,
K Nagnama,8,27,0,0,5,T20I,1.6,29.63,0,0.0,
E Bhonkar,8,17,0,0,3,T20I,2.67,47.06,0,0.0,
IH Romaine,8,12,0,0,1,T20I,8.0,66.67,0,0.0,
BV Vitori,8,7,0,0,0,T20I,,114.29,0,0.0,
Xie Kunkun,8,42,0,0,4,T20I,2.0,19.05,0,0.0,
TS Mills,8,14,0,1,3,T20I,2.67,57.14,6,75.0,14.0
D Ramani,8,17,0,0,1,T20I,8.0,47.06,0,0.0,
I Sharma,8,9,1,0,1,T20I,8.0,88.89,4,50.0,9.0
AS Broomfield,8,26,0,0,1,T20I,8.0,30.77,0,0.0,
Baz Aybui,8,25,0,0,1,T20I,8.0,32.0,0,0.0,
K Dasan,8,14,0,0,3,T20I,2.67,57.14,0,0.0,
Rafiulah Alokozai,8,12,0,1,3,T20I,2.67,66.67,6,75.0,12.0
T Shanmugam,8,10,0,0,0,T20I,,80.0,0,0.0,
Zahid Zadran,8,11,0,0,3,T20I,2.67,72.73,0,0.0,
Kristan Tillett,8,19,0,0,2,T20I,4.0,42.11,0,0.0,
A Tripathi,8,27,1,0,3,T20I,2.67,29.63,4,50.0,27.0
KJ Patel,8,29,1,0,0,T20I,,27.59,4,50.0,29.0
LR Naylor,8,13,0,0,2,T20I,4.0,61.54,0,0.0,
LN Rajbanshi,8,19,0,0,2,T20I,4.0,42.11,0,0.0,
NFI McCallum,8,21,1,0,4,T20I,2.0,38.1,4,50.0,21.0
MA Carberry,7,9,1,0,1,T20I,7.0,77.78,4,57.14,9.0
T Zotos,7,11,1,0,3,T20I,2.33,63.64,4,57.14,11.0
Fazil Rahman,7,16,1,0,3,T20I,2.33,43.75,4,57.14,16.0
R Jones,7,9,0,0,1,T20I,7.0,77.78,0,0.0,
Qadeer Ahmed,7,12,1,0,1,T20I,7.0,58.33,4,57.14,12.0
M Badenhorst,7,19,0,0,2,T20I,3.5,36.84,0,0.0,
Saqib Anwar,7,25,1,0,4,T20I,1.75,28.0,4,57.14,25.0
SJ Hughes-Pinan,7,12,1,0,0,T20I,,58.33,4,57.14,12.0
Al-Amin Hossain,7,12,1,0,2,T20I,3.5,58.33,4,57.14,12.0
JP Behrendorff,7,11,0,0,1,T20I,7.0,63.64,0,0.0,
D Siva Kumar,7,14,1,0,0,T20I,,50.0,4,57.14,14.0
S Savkovic,7,11,0,0,2,T20I,3.5,63.64,0,0.0,
SVE Bharathi,7,17,0,0,4,T20I,1.75,41.18,0,0.0,
Muhammad Asjed,7,7,1,0,1,T20I,7.0,100.0,4,57.14,7.0
JJ Davidson,7,10,0,0,0,T20I,,70.0,0,0.0,
E Ndubudem,7,11,0,0,2,T20I,3.5,63.64,0,0.0,
AY Patel,7,14,0,0,2,T20I,3.5,50.0,0,0.0,
DA Senthil,7,15,0,0,1,T20I,7.0,46.67,0,0.0,
Ahmed Al Zadjali,7,5,1,0,1,T20I,7.0,140.0,4,57.14,5.0
G Kuthalingham,7,12,0,0,1,T20I,7.0,58.33,0,0.0,
Ashraful Shuvo,7,12,0,0,2,T20I,3.5,58.33,0,0.0,
Adnan Mufti,7,7,0,0,0,T20I,,100.0,0,0.0,
KO Otieno,7,10,0,0,1,T20I,7.0,70.0,0,0.0,
J Nyumbu,7,11,1,0,0,T20I,,63.64,4,57.14,11.0
P Karoho,7,10,1,0,1,T20I,7.0,70.0,4,57.14,10.0
RAS Lakmal,7,11,1,0,3,T20I,2.33,63.64,4,57.14,11.0
Haroon Shahid,7,3,0,1,1,T20I,7.0,233.33,6,85.71,3.0
MP Kuhnemann,7,13,0,0,3,T20I,2.33,53.85,0,0.0,
M Yambayamba,7,13,0,0,0,T20I,,53.85,0,0.0,
Usama Mir,7,7,1,0,3,T20I,2.33,100.0,4,57.14,7.0
Syed Rasel,7,9,1,0,2,T20I,3.5,77.78,4,57.14,9.0
Aftab Hussain,7,5,1,0,0,T20I,,140.0,4,57.14,5.0
JN Snape,7,11,0,0,1,T20I,7.0,63.64,0,0.0,
V Hristov,7,13,0,0,2,T20I,3.5,53.85,0,0.0,
JP Netto,7,6,1,0,2,T20I,3.5,116.67,4,57.14,6.0
SN Swamy,7,13,0,0,2,T20I,3.5,53.85,0,0.0,
TJ Stephenson,7,5,1,0,0,T20I,,140.0,4,57.14,5.0
P Kumar,7,16,0,0,3,T20I,2.33,43.75,0,0.0,
A Bhargava,7,7,1,0,1,T20I,7.0,100.0,4,57.14,7.0
B Dugic,7,20,0,0,3,T20I,2.33,35.0,0,0.0,
Tanveer Ahmed,7,10,1,0,0,T20I,,70.0,4,57.14,10.0
Lee Hyosin,7,14,0,0,1,T20I,7.0,50.0,0,0.0,
Muhammad Salman,7,12,1,0,2,T20I,3.5,58.33,4,57.14,12.0
Surinder Singh,7,5,1,0,0,T20I,,140.0,4,57.14,5.0
Shakkir Kassim,7,8,1,0,1,T20I,7.0,87.5,4,57.14,8.0
ND McKenzie,7,8,0,0,0,T20I,,87.5,0,0.0,
Mohammed Shami,7,11,0,1,2,T20I,3.5,63.64,6,85.71,11.0
Mohammed Nadeem,7,12,1,0,2,T20I,3.5,58.33,4,57.14,12.0
RP Arnold,7,8,0,0,1,T20I,7.0,87.5,0,0.0,
Pratis GC,7,11,0,0,2,T20I,3.5,63.64,0,0.0,
Gaurav Maithani,7,7,1,0,1,T20I,7.0,100.0,4,57.14,7.0
PRP Boissevain,7,14,0,0,2,T20I,3.5,50.0,0,0.0,
Zahoor Ahmad,7,21,0,0,2,T20I,3.5,33.33,0,0.0,
Aminul Islam Chowdhury,7,6,1,0,0,T20I,,116.67,4,57.14,6.0
M Ibrahim,7,60,0,0,6,T20I,1.17,11.67,0,0.0,
E Schiferli,7,15,0,0,1,T20I,7.0,46.67,0,0.0,
A Gulati,6,4,1,0,1,T20I,6.0,150.0,4,66.67,4.0
JA Rudolph,6,7,0,0,0,T20I,,85.71,0,0.0,
Baljinder Singh,6,9,1,0,1,T20I,6.0,66.67,4,66.67,9.0
PJ Hughes,6,8,1,0,1,T20I,6.0,75.0,4,66.67,8.0
CV Ranasinghe,6,13,0,0,1,T20I,6.0,46.15,0,0.0,
M Abdulla,6,13,0,0,2,T20I,3.0,46.15,0,0.0,
S Norman,6,10,0,0,2,T20I,3.0,60.0,0,0.0,
Mohamed Khan,6,6,1,0,2,T20I,3.0,100.0,4,66.67,6.0
Danish Jasnaik,6,15,0,0,3,T20I,2.0,40.0,0,0.0,
M Stoman,6,2,0,1,0,T20I,,300.0,6,100.0,2.0
KO Meth,6,6,0,0,0,T20I,,100.0,0,0.0,
Vinay Iyer,6,11,1,0,1,T20I,6.0,54.55,4,66.67,11.0
Aritra Bhakat,6,5,0,0,1,T20I,6.0,120.0,0,0.0,
YS Chahal,6,13,0,0,2,T20I,3.0,46.15,0,0.0,
CR Foggo,6,11,1,0,1,T20I,6.0,54.55,4,66.67,11.0
C Trott,6,14,0,0,2,T20I,3.0,42.86,0,0.0,
S Rengarajan,6,12,0,0,0,T20I,,50.0,0,0.0,
BC Sahin,6,22,1,0,1,T20I,6.0,27.27,4,66.67,22.0
JK Mukhiya,6,13,0,0,1,T20I,6.0,46.15,0,0.0,
SI Kamea,6,17,0,0,3,T20I,2.0,35.29,0,0.0,
SS Shukla,6,12,0,0,1,T20I,6.0,50.0,0,0.0,
T Ramautar,6,24,0,0,3,T20I,2.0,25.0,0,0.0,
W Dlamini,6,12,0,0,2,T20I,3.0,50.0,0,0.0,
Zhao Tianle,6,30,0,0,6,T20I,1.0,20.0,0,0.0,
Faizan Mumtaz,6,15,0,0,3,T20I,2.0,40.0,0,0.0,
O Touray,6,8,0,0,1,T20I,6.0,75.0,0,0.0,
John Bartlett,6,18,0,0,2,T20I,3.0,33.33,0,0.0,
A Gupta,6,8,0,0,1,T20I,6.0,75.0,0,0.0,
Elias Sunny,6,4,1,0,1,T20I,6.0,150.0,4,66.67,4.0
Dane Leo,6,18,1,0,2,T20I,3.0,33.33,4,66.67,18.0
AS Kumaran,6,6,1,0,2,T20I,3.0,100.0,4,66.67,6.0
MV Matsau,6,24,0,0,4,T20I,1.5,25.0,0,0.0,
SPS Shikongo,6,8,0,0,0,T20I,,75.0,0,0.0,
W Ngowhuad,6,18,0,0,3,T20I,2.0,33.33,0,0.0,
E Batkhuyag,6,13,1,0,3,T20I,2.0,46.15,4,66.67,13.0
Tauqeer Hussain,6,10,0,0,1,T20I,6.0,60.0,0,0.0,
K Fletcher,6,18,0,0,2,T20I,3.0,33.33,0,0.0,
S Draunivudi,6,4,1,0,0,T20I,,150.0,4,66.67,4.0
R Mangal,6,16,0,0,4,T20I,1.5,37.5,0,0.0,
SM Sharma,6,7,0,0,1,T20I,6.0,85.71,0,0.0,
Absar Khan,6,9,0,0,0,T20I,,66.67,0,0.0,
S Tarawally,6,14,0,0,1,T20I,6.0,42.86,0,0.0,
TA Khetsi,6,11,1,0,3,T20I,2.0,54.55,4,66.67,11.0
NM Hauritz,6,11,1,0,2,T20I,3.0,54.55,4,66.67,11.0
S Gasteratos,6,13,1,0,1,T20I,6.0,46.15,4,66.67,13.0
M Kristensen,6,12,1,0,1,T20I,6.0,50.0,4,66.67,12.0
Md Shuayeb,6,33,0,0,2,T20I,3.0,18.18,0,0.0,
KK Hermann,6,18,1,0,2,T20I,3.0,33.33,4,66.67,18.0
T Kahamker,6,5,1,0,0,T20I,,120.0,4,66.67,5.0
DV Macome,6,10,1,0,1,T20I,6.0,60.0,4,66.67,10.0
Basiru Jaye,6,4,1,0,1,T20I,6.0,150.0,4,66.67,4.0
E Frimpong,6,5,1,0,1,T20I,6.0,120.0,4,66.67,5.0
V Dhaniram,6,2,0,1,0,T20I,,300.0,6,100.0,2.0
Noorullah Sidiqi,6,1,0,1,0,T20I,,600.0,6,100.0,1.0
Shiva Mani,6,8,0,0,0,T20I,,75.0,0,0.0,
JD Alembe,6,13,1,0,3,T20I,2.0,46.15,4,66.67,13.0
V Ateak,6,15,0,0,1,T20I,6.0,40.0,0,0.0,
A Curavic,6,22,0,0,4,T20I,1.5,27.27,0,0.0,
Muhammed Basil,6,14,0,0,2,T20I,3.0,42.86,0,0.0,
Q Utmanzai,6,10,0,0,1,T20I,6.0,60.0,0,0.0,
T Panyangara,6,11,1,0,1,T20I,6.0,54.55,4,66.67,11.0
RMS Eranga,6,8,1,0,1,T20I,6.0,75.0,4,66.67,8.0
PV Naringrekar,6,16,0,0,4,T20I,1.5,37.5,0,0.0,
Muhammet Bicer,6,9,1,0,3,T20I,2.0,66.67,4,66.67,9.0
Sai Hla Htwe,6,11,0,0,0,T20I,,54.55,0,0.0,
L Mcfadzean,6,2,0,1,0,T20I,,300.0,6,100.0,2.0
DG Brownlie,6,18,1,0,5,T20I,1.2,33.33,4,66.67,18.0
SRMJJ Arachchilage,6,12,0,0,1,T20I,6.0,50.0,0,0.0,
JP Greaves,6,5,0,0,1,T20I,6.0,120.0,0,0.0,
BD Glover,6,13,1,0,3,T20I,2.0,46.15,4,66.67,13.0
JW Chilia,6,10,0,0,0,T20I,,60.0,0,0.0,
R Dhakal,6,6,0,0,1,T20I,6.0,100.0,0,0.0,
K Juma,6,9,1,0,4,T20I,1.5,66.67,4,66.67,9.0
Shoaib Khan jnr,6,15,0,0,2,T20I,3.0,40.0,0,0.0,
Z McLaughlin,6,16,0,0,0,T20I,,37.5,0,0.0,
Prince Yadav,6,1,0,1,0,T20I,,600.0,6,100.0,1.0
M Ansari,5,10,0,0,0,T20I,,50.0,0,0.0,
Nouman Butt,5,10,1,0,1,T20I,5.0,50.0,4,80.0,10.0
JL Pattinson,5,3,1,0,0,T20I,,166.67,4,80.0,3.0
Mohammad Salman,5,6,0,0,1,T20I,5.0,83.33,0,0.0,
MD Garratt,5,20,0,0,2,T20I,2.5,25.0,0,0.0,
J Drysdale,5,6,1,0,1,T20I,5.0,83.33,4,80.0,6.0
AZ Shah,5,18,0,0,1,T20I,5.0,27.78,0,0.0,
S Waqabaca,5,21,0,0,0,T20I,,23.81,0,0.0,
Umran Malik,5,2,1,0,0,T20I,,250.0,4,80.0,2.0
T Cross,5,11,0,0,1,T20I,5.0,45.45,0,0.0,
M Sidibe,5,22,1,0,3,T20I,1.67,22.73,4,80.0,22.0
Mokbul Ahammed,5,18,0,0,1,T20I,5.0,27.78,0,0.0,
Ashish Rana,5,8,0,0,1,T20I,5.0,62.5,0,0.0,
TJ Ramphoma,5,8,0,0,1,T20I,5.0,62.5,0,0.0,
O Isiyaku,5,15,0,0,0,T20I,,33.33,0,0.0,
B Siddharth,5,10,1,0,3,T20I,1.67,50.0,4,80.0,10.0
Dhananjay Rao,5,8,0,0,3,T20I,1.67,62.5,0,0.0,
T Hinds,5,4,1,0,0,T20I,,125.0,4,80.0,4.0
P Bhart,5,27,0,0,2,T20I,2.5,18.52,0,0.0,
EDS Pimheiro,5,31,0,0,4,T20I,1.25,16.13,0,0.0,
Asif Javed,5,4,1,0,1,T20I,5.0,125.0,4,80.0,4.0
Sadat Said,5,2,1,0,0,T20I,,250.0,4,80.0,2.0
Miguel Silva,5,5,0,0,1,T20I,5.0,100.0,0,0.0,
Greg Scott,5,14,0,0,1,T20I,5.0,35.71,0,0.0,
IG Butler,5,11,0,0,1,T20I,5.0,45.45,0,0.0,
Kalyan Manne,5,3,1,0,1,T20I,5.0,166.67,4,80.0,3.0
A Valthapa,5,12,1,0,1,T20I,5.0,41.67,4,80.0,12.0
S Elayaperumal,5,22,0,0,4,T20I,1.25,22.73,0,0.0,
Raja Adeel,5,13,0,0,3,T20I,1.67,38.46,0,0.0,
Asad Mohammad,5,5,1,0,1,T20I,5.0,100.0,4,80.0,5.0
Mohsin Zaki,5,9,0,0,0,T20I,,55.56,0,0.0,
Ajhar Alam,5,11,0,0,2,T20I,2.5,45.45,0,0.0,
T Sumiya,5,25,0,0,2,T20I,2.5,20.0,0,0.0,
E Malinga,5,11,0,0,1,T20I,5.0,45.45,0,0.0,
S Bogdos,5,21,0,0,3,T20I,1.67,23.81,0,0.0,
Arif Ullah,5,6,1,0,0,T20I,,83.33,4,80.0,6.0
B Keganne,5,8,0,0,1,T20I,5.0,62.5,0,0.0,
S Dhaniram,5,8,0,0,2,T20I,2.5,62.5,0,0.0,
Aminullah Tanha,5,20,1,0,4,T20I,1.25,25.0,4,80.0,20.0
B Vakatini,5,9,0,0,3,T20I,1.67,55.56,0,0.0,
C Sakariya,5,10,0,0,0,T20I,,50.0,0,0.0,
RD Chahar,5,5,1,0,1,T20I,5.0,100.0,4,80.0,5.0
